time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-1.0672,1.2793,-1.7963,0.7684,-0.3777,0.5707,0.0017,0.0757,0.2447,2
0.04,-0.7256,0.1351,-1.3954,0.7673,-0.3894,0.5724,0.0,0.0766,0.2447,2
0.06,-0.418,0.687,-1.0552,0.7696,-0.386,0.5739,0.0,0.0747,0.2431,2
0.08,-0.3444,0.3603,-0.5566,0.768,-0.3899,0.5722,0.0,0.0749,0.2368,2
0.1,-0.0177,-0.1176,0.1574,0.7669,-0.3851,0.5758,0.0,0.0733,0.2358,2
0.12,0.3953,-0.0733,0.6472,0.7644,-0.3793,0.575,0.0,0.0715,0.2414,2
0.14,0.5992,0.5085,0.5668,0.764,-0.3821,0.5734,0.0048,0.0707,0.2525,2
0.16,0.5725,1.147,0.149,0.7726,-0.3872,0.5838,0.0,0.0699,0.2619,2
0.18,0.078,0.9766,-0.0909,0.7761,-0.3943,0.5763,0.0,0.0723,0.243,2
0.2,-1.0539,0.7522,-1.0185,0.7732,-0.4034,0.5681,0.0,0.0707,0.2486,2
0.22,-2.354,1.0447,-3.1343,0.7728,-0.4034,0.5644,0.0,0.0643,0.2201,2
0.24,-2.1412,1.5305,-3.4756,0.7649,-0.3983,0.5648,0.0,0.0607,0.2278,2
0.26,-1.8702,2.8616,-3.5759,0.7547,-0.3952,0.5692,0.0016,0.0626,0.2229,2
0.28,-1.7728,2.3788,-2.3205,0.7574,-0.3965,0.564,0.0005,0.0616,0.2199,2
0.3,-1.8638,0.4763,-0.86,0.7648,-0.4026,0.5594,0.0,0.0614,0.2226,2
0.32,-1.835,-0.0822,-0.9642,0.7672,-0.405,0.5673,0.0,0.0657,0.2241,2
0.34,-1.0458,1.361,-1.5955,0.7743,-0.3929,0.5727,0.0,0.0643,0.232,2
0.36,-0.5051,2.0278,-1.6644,0.7657,-0.3977,0.5726,0.0,0.0624,0.2189,2
0.38,-0.208,-0.3657,-2.0487,0.7656,-0.3898,0.5743,0.0,0.0651,0.2259,2
0.4,-0.1852,0.6908,-2.4761,0.7607,-0.3867,0.5711,0.0,0.0644,0.2329,2
0.42,-0.1029,1.0814,-2.1056,0.7643,-0.381,0.5702,0.0,0.0656,0.2266,2
0.44,-0.1914,0.0705,-1.9257,0.7696,-0.3851,0.5756,0.0,0.0686,0.2311,2
0.46,-0.2504,-0.2771,-2.1532,0.7749,-0.389,0.5795,0.0,0.0664,0.2317,2
0.48,-0.0973,0.5705,-2.3845,0.7786,-0.386,0.5777,0.0,0.0623,0.2232,2
0.5,-0.1663,1.1158,-2.3421,0.7771,-0.3808,0.5748,0.0,0.0646,0.2225,2
0.52,-1.1571,1.1006,-2.2038,0.7714,-0.3753,0.5746,0.0,0.0649,0.2288,2
0.54,-0.8791,0.9065,-1.8083,0.7635,-0.3849,0.575,0.0,0.064,0.228,2
0.56,-0.5483,0.0526,-2.0502,0.7664,-0.3781,0.5783,0.0,0.0645,0.2327,2
0.58,-0.6927,0.2175,-1.7812,0.7644,-0.3748,0.5795,0.0,0.065,0.2204,2
0.6,-0.4627,0.1329,-0.8411,0.7703,-0.3876,0.5775,0.0,0.0629,0.2185,2
0.62,-0.3016,1.0278,-0.5104,0.7711,-0.3877,0.575,0.0,0.062,0.2193,2
0.64,-0.4993,1.9583,-1.0501,0.7708,-0.3839,0.5759,0.0,0.0613,0.2244,2
0.66,-0.7955,1.692,-1.7536,0.7743,-0.3859,0.578,0.0,0.0607,0.2303,2
0.68,-0.8198,0.9164,-1.8421,0.7706,-0.3774,0.5764,0.0,0.0632,0.2249,2
0.7,-0.7216,0.1562,-0.7764,0.758,-0.3775,0.5824,0.0,0.0619,0.2309,2
0.72,-0.2651,-0.1507,0.46,0.7676,-0.3786,0.5784,0.0,0.0641,0.2271,2
0.74,0.2827,-0.0399,0.9659,0.765,-0.378,0.5801,0.0,0.0597,0.2183,2
0.76,0.2556,0.4577,1.3881,0.7616,-0.3761,0.5826,0.0,0.0625,0.2226,2
0.78,0.4831,0.9743,1.4979,0.7648,-0.3714,0.5853,0.0,0.0641,0.2233,2
0.8,0.9281,0.8565,1.5336,0.7669,-0.3736,0.5856,0.0002,0.0649,0.2268,2
0.82,1.1409,0.2475,1.5921,0.7685,-0.3824,0.5875,0.0009,0.0655,0.2346,2
0.84,0.9224,-0.1952,1.2782,0.7721,-0.3843,0.5903,0.0,0.0643,0.2363,2
0.86,0.4957,-0.5493,0.3449,0.7672,-0.3717,0.5809,0.0,0.0628,0.228,2
0.88,-0.0706,-2.2983,0.5741,0.7593,-0.3723,0.5739,0.0,0.0666,0.2289,2
0.9,0.3126,-1.3186,0.4081,0.7626,-0.3815,0.5801,0.0,0.0646,0.2332,2
0.92,0.4649,-0.0451,0.7095,0.7676,-0.3763,0.5792,0.0016,0.0624,0.2367,2
0.94,0.141,0.5992,0.2436,0.7665,-0.3756,0.5752,0.0,0.0639,0.2279,2
0.96,-0.4605,0.2756,0.2153,0.7653,-0.3821,0.575,0.0,0.0635,0.2261,2
0.98,-0.7342,0.6363,0.8705,0.7662,-0.3876,0.5764,0.0,0.0627,0.2339,2
1.0,-0.5251,1.5641,1.3557,0.7672,-0.3871,0.5756,0.0,0.063,0.237,2
1.02,-0.1881,1.3516,0.9599,0.7671,-0.3835,0.5724,0.0,0.0628,0.2298,2
1.04,0.1922,1.0501,0.2577,0.767,-0.3793,0.5689,0.0,0.0633,0.2328,2
1.06,0.0071,-0.3716,0.4603,0.7667,-0.3843,0.5753,0.0,0.0658,0.221,2
1.08,0.0895,-0.7607,-0.0862,0.77,-0.3841,0.584,0.0,0.0646,0.2304,2
1.1,0.2282,0.64,0.1206,0.7682,-0.3758,0.5799,0.0006,0.0649,0.2263,2
1.12,0.0428,0.933,0.3993,0.7658,-0.3712,0.5755,0.0,0.0638,0.2306,2
1.14,-0.2925,0.4548,0.3416,0.7662,-0.3716,0.5756,0.0,0.0634,0.2385,2
1.16,-0.6177,0.0823,0.1789,0.7672,-0.3735,0.5748,0.0,0.0631,0.2392,2
1.18,-0.9295,0.0699,0.3027,0.7672,-0.3802,0.5719,0.0,0.0625,0.2354,2
1.2,-1.0627,0.1895,0.6995,0.7698,-0.3931,0.5737,0.0,0.0637,0.2391,2
1.22,-0.3278,0.2487,0.9459,0.777,-0.3809,0.5757,0.0,0.0663,0.2406,2
1.24,0.1255,2.7026,0.7136,0.7779,-0.3822,0.5758,0.0,0.0652,0.2381,2
1.26,0.5464,2.8663,0.1991,0.769,-0.3861,0.58,0.0,0.0635,0.2443,2
1.28,0.2535,0.5672,-0.0207,0.7622,-0.3754,0.5834,0.0,0.0637,0.231,2
1.3,0.1388,-0.7168,0.5099,0.762,-0.3791,0.5812,0.0,0.0608,0.2318,2
1.32,0.2057,-0.6923,0.8469,0.7661,-0.3829,0.576,0.0,0.0615,0.2316,2
1.34,-0.0107,-0.3871,0.7722,0.7685,-0.3806,0.5751,0.0,0.0654,0.2283,2
1.36,-0.4032,-0.3024,0.6783,0.7666,-0.3809,0.5787,0.0,0.0655,0.235,2
1.38,-0.2413,-0.3614,0.4392,0.7658,-0.3799,0.5766,0.0,0.0623,0.24,2
1.4,-0.626,-1.218,1.1025,0.7707,-0.3807,0.5739,0.0,0.0645,0.2368,2
1.42,-0.8347,-1.4771,0.5701,0.7667,-0.3809,0.5731,0.0,0.0647,0.2306,2
1.44,-0.9946,-0.329,0.5464,0.773,-0.3842,0.578,0.0,0.064,0.2305,2
1.46,-0.7093,0.3929,0.439,0.7701,-0.3868,0.5752,0.0,0.0634,0.2284,2
1.48,-0.7268,-0.122,0.0966,0.7665,-0.3843,0.5737,0.0,0.0638,0.2275,2
1.5,-0.6679,-1.1802,-0.1257,0.7687,-0.3815,0.5737,0.0,0.0632,0.2359,2
1.52,-0.2075,-1.5974,0.1903,0.7739,-0.3856,0.5758,0.004,0.0631,0.2444,2
1.54,0.2608,-0.8061,0.702,0.7744,-0.3909,0.5792,0.0104,0.0653,0.2382,2
1.56,0.477,0.5205,0.2481,0.7666,-0.3757,0.5714,0.0,0.0638,0.2297,2
1.58,0.3829,-0.242,0.8106,0.7664,-0.3804,0.5678,0.0,0.0614,0.2177,2
1.6,-0.1878,-0.0341,0.9126,0.7705,-0.3748,0.5723,0.0,0.0621,0.2235,2
1.62,-0.5465,-0.3151,0.9249,0.7685,-0.3785,0.5744,0.0,0.0625,0.2342,2
1.64,-0.3292,-0.017,0.5323,0.7671,-0.3807,0.5787,0.001,0.0641,0.2323,2
1.66,-0.2001,0.5864,0.1036,0.7677,-0.3847,0.5826,0.0,0.0646,0.2291,2
1.68,-0.1506,0.6617,0.0093,0.7677,-0.3831,0.5784,0.0,0.064,0.2325,2
1.7,0.0573,0.1375,0.1592,0.7662,-0.3749,0.5709,0.0,0.0634,0.2344,2
1.72,0.1501,-0.2113,0.1681,0.7656,-0.3748,0.5739,0.0,0.0633,0.2259,2
1.74,-0.235,-0.3474,0.0706,0.7662,-0.3853,0.5763,0.0,0.0635,0.2241,2
1.76,-0.7371,-0.5583,0.2337,0.7709,-0.3814,0.5796,0.0,0.0566,0.2359,2
1.78,-0.4653,0.9609,0.5143,0.7702,-0.387,0.572,0.0,0.064,0.2287,2
1.8,-0.1334,0.7894,-0.0593,0.766,-0.3854,0.57,0.0,0.0614,0.2298,2
1.82,0.3755,0.8234,0.1453,0.7668,-0.3849,0.5692,0.0,0.0632,0.2298,2
1.84,0.0845,-0.4058,0.4556,0.7671,-0.3872,0.5712,0.0,0.0642,0.2263,2
1.86,-0.3271,-1.9646,0.6615,0.7677,-0.3885,0.5738,0.0,0.0633,0.2254,2
1.88,-0.0182,-1.8313,0.9831,0.77,-0.3874,0.5745,0.0,0.0636,0.2281,2
1.9,0.0908,-0.8532,1.0035,0.7682,-0.3872,0.5774,0.0,0.0617,0.2282,2
1.92,0.0165,-1.0453,0.9752,0.769,-0.3827,0.5787,0.0,0.0612,0.2438,2
1.94,-0.0813,-1.2423,2.1259,0.7675,-0.3879,0.5691,0.0,0.0625,0.2196,2
1.96,0.0992,-1.4405,2.0815,0.7723,-0.3839,0.5736,0.0,0.0624,0.227,2
1.98,-0.3122,-1.0804,2.1212,0.7699,-0.3816,0.5807,0.0018,0.0658,0.228,2
2.0,-0.058,-0.2087,0.969,0.7676,-0.3805,0.578,0.0,0.0673,0.2305,2
2.02,0.1991,0.416,0.0468,0.7708,-0.3807,0.5742,0.0,0.0668,0.233,2
2.04,0.0341,0.3444,-0.2494,0.7712,-0.3841,0.5733,0.0,0.0657,0.2328,2
2.06,-0.1704,0.0483,-0.6345,0.7625,-0.3885,0.5717,0.0,0.0645,0.2314,2
2.08,-0.3569,0.2149,-0.6957,0.7594,-0.3877,0.5722,0.0,0.064,0.2315,2
2.1,-0.5703,-0.6463,-1.3636,0.7708,-0.388,0.5729,0.0089,0.0675,0.2364,2
2.12,-0.4069,-1.7984,-1.0188,0.7713,-0.3927,0.5774,0.0,0.0634,0.2275,2
2.14,-0.144,-1.2489,-0.949,0.7687,-0.3897,0.5702,0.0,0.0648,0.2283,2
2.16,-0.1578,-0.5223,-0.7411,0.7759,-0.387,0.5581,0.0087,0.0653,0.2374,2
2.18,-0.3429,-0.2578,-0.8306,0.7777,-0.386,0.562,0.0064,0.0644,0.2402,2
