time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.1031,-0.275,0.647,0.7796,-0.3245,0.5231,0.0036,0.0792,0.2252,2
0.04,0.0132,-2.1779,0.6736,0.7777,-0.3384,0.529,0.0219,0.0817,0.2351,2
0.06,-0.0334,-1.8053,0.3733,0.7906,-0.3444,0.5235,0.0208,0.0824,0.2317,2
0.08,-0.1007,-0.5245,0.2639,0.7927,-0.3395,0.5302,0.0182,0.0811,0.2223,2
0.1,-0.2786,-0.071,0.4887,0.793,-0.3368,0.5314,0.007,0.0816,0.2184,2
0.12,-0.3546,-0.3312,0.5864,0.7969,-0.3374,0.529,0.0001,0.0829,0.2248,2
0.14,-0.2056,-0.246,0.1688,0.7987,-0.3353,0.534,0.0133,0.082,0.238,2
0.16,-0.3089,-0.0416,-0.2085,0.7944,-0.3353,0.5297,0.0269,0.0799,0.25,2
0.18,-0.7811,-1.0655,0.3811,0.8083,-0.3383,0.5233,0.0167,0.0806,0.2275,2
0.2,-1.0465,-0.0558,0.5928,0.7933,-0.345,0.5282,0.0,0.0831,0.2285,2
0.22,-0.6961,0.9652,0.3435,0.7934,-0.3419,0.5231,0.01,0.0821,0.2392,2
0.24,-0.7645,1.4625,0.0294,0.7908,-0.3422,0.5266,0.0136,0.081,0.232,2
0.26,-0.796,0.3114,-0.1216,0.7893,-0.3392,0.5334,0.0115,0.0795,0.2291,2
0.28,-0.4791,-1.0116,-0.0038,0.7866,-0.3349,0.5319,0.0088,0.078,0.2358,2
0.3,-0.4458,0.1647,0.3297,0.7735,-0.3429,0.5222,0.0003,0.0782,0.2249,2
0.32,-0.7681,-0.8414,0.3716,0.7937,-0.34,0.5161,0.0121,0.0785,0.2265,2
0.34,0.0111,1.1173,0.0701,0.8027,-0.3362,0.5237,0.0325,0.0747,0.2358,2
0.36,0.0784,1.6963,-0.0449,0.7961,-0.3389,0.5275,0.0149,0.0821,0.2314,2
0.38,-0.2369,1.7011,0.1079,0.7947,-0.3381,0.5215,0.0107,0.081,0.2403,2
0.4,-0.3956,0.8219,0.2042,0.7927,-0.3324,0.5244,0.0171,0.0815,0.2349,2
0.42,-0.3415,-0.3887,0.0691,0.79,-0.3279,0.533,0.0188,0.0824,0.2271,2
0.44,-0.3471,-0.9691,0.0104,0.7907,-0.3299,0.5307,0.0139,0.0788,0.2385,2
0.46,-0.4876,-0.8848,0.5971,0.7915,-0.3345,0.5186,0.0169,0.0814,0.2396,2
0.48,-0.3564,-1.056,0.4679,0.7952,-0.3334,0.5359,0.0035,0.0836,0.2342,2
0.5,-0.2346,-0.6992,0.5529,0.7916,-0.3375,0.5203,0.0019,0.0789,0.233,2
0.52,-0.0961,1.2349,0.2988,0.7924,-0.3321,0.5178,0.0075,0.0826,0.2316,2
0.54,0.096,1.5156,0.134,0.7828,-0.3275,0.5205,0.0161,0.0836,0.2298,2
0.56,-0.0302,0.7668,-0.0171,0.7822,-0.3299,0.5241,0.0166,0.0821,0.2284,2
0.58,-0.3809,0.9504,-0.342,0.7941,-0.3345,0.5252,0.0044,0.0823,0.23,2
0.6,-0.3998,2.4355,-0.614,0.7955,-0.3325,0.5238,0.0,0.0842,0.236,2
0.62,-0.2564,2.75,0.0495,0.7889,-0.3275,0.5355,0.0142,0.0816,0.2402,2
0.64,0.4582,2.0597,-0.1182,0.7848,-0.3349,0.5206,0.0102,0.0841,0.2393,2
0.66,-0.104,1.8317,0.188,0.7876,-0.3339,0.528,0.0046,0.084,0.234,2
0.68,-0.5625,1.0822,0.1442,0.7882,-0.3338,0.5269,0.0096,0.0826,0.2312,2
0.7,-0.2075,-0.6016,0.2891,0.7886,-0.3356,0.5214,0.0096,0.0816,0.2321,2
0.72,0.0753,-2.3161,0.3861,0.789,-0.3358,0.5179,0.004,0.0809,0.2321,2
0.74,-0.3755,-2.4767,0.1291,0.7901,-0.3321,0.5169,0.0016,0.0813,0.2306,2
0.76,-0.4263,-0.6232,0.1517,0.7949,-0.3285,0.5178,0.0054,0.0844,0.2342,2
0.78,-0.1349,-1.5817,0.2429,0.7899,-0.3381,0.5342,0.0315,0.0835,0.2193,2
0.8,0.1589,-0.7087,0.0214,0.7888,-0.3425,0.5334,0.0135,0.081,0.2352,2
0.82,-0.0687,-0.4785,-0.2988,0.7966,-0.3384,0.525,0.0117,0.0821,0.2293,2
0.84,0.2326,-0.5452,-0.1222,0.7878,-0.3353,0.5264,0.0064,0.0823,0.2291,2
0.86,0.2904,-1.7709,0.1387,0.7855,-0.338,0.5291,0.0077,0.0808,0.2295,2
0.88,-0.2546,-3.3183,0.0396,0.7956,-0.3419,0.5291,0.0145,0.0807,0.2258,2
0.9,-0.6706,-3.2943,-0.3552,0.7969,-0.3398,0.5314,0.01,0.0837,0.2263,2
0.92,-0.5005,-2.8253,-0.6198,0.7928,-0.3385,0.5262,0.0015,0.0828,0.2332,2
0.94,-0.4476,-2.8707,0.2476,0.7924,-0.331,0.5147,0.0035,0.0813,0.2301,2
0.96,-0.2078,-2.6897,0.2873,0.7998,-0.3344,0.5166,0.0129,0.0814,0.2394,2
0.98,-0.2521,-1.7297,0.2702,0.7978,-0.3386,0.5181,0.0125,0.0815,0.2363,2
1.0,-0.3519,-1.0933,0.2144,0.7969,-0.3382,0.5185,0.0165,0.082,0.2327,2
1.02,-0.3227,-1.3808,0.2851,0.7954,-0.3353,0.5185,0.0191,0.0809,0.2359,2
1.04,-0.3365,-1.8237,0.3436,0.7919,-0.3369,0.5183,0.0131,0.079,0.2412,2
1.06,-0.6202,-0.9482,-0.1083,0.7959,-0.3441,0.5189,0.009,0.0815,0.2386,2
1.08,0.0318,0.1558,-0.1313,0.7954,-0.3317,0.518,0.0126,0.0796,0.2249,2
1.1,0.262,0.3744,-0.2031,0.8038,-0.3375,0.5111,0.0142,0.0823,0.23,2
1.12,-0.7862,0.8455,0.1203,0.8002,-0.3333,0.5171,0.0079,0.0797,0.2418,2
1.14,-0.4619,1.1596,0.3604,0.7873,-0.3324,0.5209,0.0085,0.0802,0.2442,2
1.16,0.1268,0.7305,0.176,0.7835,-0.332,0.5216,0.0114,0.0794,0.2344,2
