time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.071,-1.5367,-0.3145,0.7494,-0.3564,0.5896,0.0554,0.0793,0.2181,2
0.04,-0.6757,-2.8349,-0.0452,0.7493,-0.3619,0.5801,0.0537,0.0788,0.2173,2
0.06,-0.2042,-1.2164,0.067,0.7646,-0.3637,0.5872,0.0471,0.0793,0.2152,2
0.08,-0.7663,0.556,-0.15,0.7569,-0.3642,0.586,0.0458,0.0812,0.2167,2
0.1,-0.6934,3.5309,-0.9511,0.7562,-0.3582,0.5855,0.046,0.0781,0.2105,2
0.12,-0.8173,1.4941,-1.0441,0.7439,-0.3553,0.5901,0.0494,0.0793,0.2067,2
0.14,-1.2797,0.2578,-0.2938,0.7541,-0.3554,0.5911,0.0471,0.0784,0.205,2
0.16,-1.387,-0.0049,-0.6304,0.762,-0.3546,0.5887,0.0472,0.078,0.218,2
0.18,-0.3165,-0.938,-0.8839,0.7636,-0.3643,0.5911,0.0411,0.0776,0.215,2
0.2,-0.2399,-1.5674,-0.2049,0.7604,-0.365,0.5965,0.0325,0.0804,0.2073,2
0.22,0.1928,-1.2796,0.7236,0.7517,-0.3545,0.5832,0.0401,0.0799,0.2205,2
0.24,0.0269,0.9494,0.8171,0.7402,-0.3492,0.5918,0.0567,0.0762,0.2123,2
0.26,-0.1733,1.3589,0.1652,0.7428,-0.3486,0.5988,0.0306,0.076,0.2146,2
0.28,-0.771,0.5457,-0.4235,0.7475,-0.3525,0.5998,0.0475,0.0834,0.2097,2
0.3,-1.214,-0.3906,-0.4983,0.7506,-0.3523,0.5781,0.0484,0.078,0.2108,2
0.32,-0.4686,1.137,-0.3442,0.7619,-0.3574,0.5875,0.0389,0.0781,0.2101,2
0.34,0.2601,1.6759,-0.3961,0.759,-0.3585,0.5966,0.0479,0.0772,0.2096,2
0.36,0.1252,0.6103,-0.6877,0.7543,-0.3594,0.5945,0.052,0.0766,0.2044,2
0.38,-0.4727,1.1695,-0.6278,0.7613,-0.3664,0.593,0.0493,0.0782,0.2056,2
0.4,0.0221,2.7271,-0.8385,0.7551,-0.3555,0.5951,0.039,0.0771,0.2083,2
0.42,-0.0267,0.6173,-0.5606,0.7429,-0.3474,0.591,0.0482,0.0802,0.2115,2
0.44,-0.3461,-0.622,-0.4798,0.7487,-0.346,0.5889,0.0408,0.0825,0.2061,2
0.46,-0.1029,-1.0024,0.5283,0.7574,-0.356,0.5841,0.0473,0.0796,0.2066,2
0.48,-0.2972,-1.4704,0.6365,0.7722,-0.3577,0.5821,0.0542,0.079,0.2089,2
0.5,0.3364,1.5957,0.2427,0.7489,-0.3568,0.5847,0.0403,0.0779,0.2102,2
0.52,0.1602,1.4384,0.1487,0.7474,-0.358,0.5922,0.0437,0.0771,0.21,2
0.54,-0.5798,0.9757,0.0798,0.7459,-0.3617,0.5978,0.0434,0.0748,0.2012,2
0.56,-0.3212,-1.7017,-0.348,0.7433,-0.3573,0.5969,0.0422,0.0776,0.202,2
0.58,-0.2735,-5.4036,-0.0325,0.7553,-0.3536,0.5894,0.0433,0.0798,0.21,2
0.6,-0.8631,-4.8035,-0.1024,0.7628,-0.36,0.5869,0.0466,0.0799,0.196,2
0.62,-0.0747,0.3668,-0.2352,0.7557,-0.3591,0.5824,0.0463,0.0773,0.2039,2
0.64,1.1466,0.922,-0.37,0.7643,-0.3586,0.5881,0.0453,0.0798,0.2038,2
0.66,0.873,-0.3138,0.1676,0.758,-0.3538,0.5866,0.0535,0.0789,0.2016,2
0.68,-0.3315,0.3136,-0.2895,0.7592,-0.3529,0.5882,0.0552,0.0747,0.209,2
0.7,-1.0644,0.4769,-0.596,0.7497,-0.3488,0.5956,0.0651,0.0776,0.2099,2
0.72,-0.7997,2.5422,-0.5559,0.7534,-0.3505,0.591,0.0578,0.0782,0.213,2
0.74,-1.8478,0.9007,-0.51,0.7556,-0.3581,0.5884,0.0522,0.0802,0.2073,2
0.76,-2.0003,-0.0916,0.2992,0.7601,-0.3638,0.5956,0.0567,0.0803,0.2123,2
0.78,-0.7564,0.8695,-0.2062,0.7644,-0.3616,0.594,0.0563,0.0801,0.2084,2
0.8,0.0196,1.1648,-0.6546,0.7625,-0.3595,0.5861,0.0559,0.0799,0.2146,2
0.82,-0.9059,2.3774,-1.7167,0.7538,-0.3629,0.5856,0.0536,0.0798,0.22,2
0.84,-0.8368,3.2979,-2.6402,0.7479,-0.3501,0.5809,0.0491,0.0807,0.2137,2
0.86,-0.2997,1.388,-2.2671,0.736,-0.3564,0.5835,0.065,0.082,0.2144,2
0.88,-0.4537,0.6851,-2.248,0.7492,-0.3492,0.5876,0.0477,0.0752,0.2141,2
0.9,0.7171,0.5666,-0.9468,0.7605,-0.3562,0.5913,0.0564,0.0784,0.2109,2
0.92,0.5772,0.1487,-0.5127,0.7575,-0.3542,0.5914,0.0446,0.0791,0.2091,2
0.94,0.5472,1.5107,-0.8817,0.7599,-0.3496,0.5959,0.0482,0.0809,0.2057,2
0.96,0.4299,-0.6169,-0.7934,0.7426,-0.3435,0.5928,0.0455,0.0779,0.2104,2
0.98,-0.3957,-1.0991,-0.5059,0.7522,-0.3459,0.5974,0.0462,0.0795,0.2066,2
1.0,-0.4711,-0.3257,-0.5795,0.758,-0.346,0.6021,0.0409,0.0805,0.2025,2
1.02,0.1569,-0.2923,-0.703,0.7599,-0.3498,0.587,0.0456,0.0789,0.2106,2
1.04,0.7519,1.2671,-1.2648,0.7534,-0.3515,0.5844,0.0496,0.0792,0.2136,2
