time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.0537,0.178,0.5385,0.7668,-0.3901,0.5464,0.0533,0.0833,0.1742,2
0.04,0.2357,-0.4344,0.4269,0.7662,-0.3863,0.5463,0.051,0.0798,0.1818,2
0.06,-1.0492,-1.13,0.2655,0.7599,-0.3798,0.5468,0.0562,0.0779,0.1806,2
0.08,-1.5844,-1.7386,-0.031,0.7688,-0.3856,0.5425,0.049,0.076,0.1795,2
0.1,-2.3372,-0.5133,0.5795,0.7739,-0.3832,0.5444,0.0151,0.0794,0.1827,2
0.12,-2.1779,0.6706,0.597,0.7685,-0.3816,0.5501,0.019,0.0806,0.1877,2
0.14,-2.0078,-0.3562,0.4116,0.7735,-0.3822,0.5506,0.0178,0.0823,0.1869,2
0.16,-0.8168,-2.0493,0.4152,0.7738,-0.388,0.5583,0.0154,0.0818,0.1795,2
0.18,0.3622,-3.9789,0.6134,0.7715,-0.3933,0.5551,0.0126,0.0773,0.1762,2
0.2,0.8632,-1.8426,0.7085,0.7729,-0.3843,0.544,0.0137,0.08,0.1823,2
0.22,0.5819,-0.1034,0.5584,0.7688,-0.3767,0.5427,0.0112,0.0805,0.1817,2
0.24,0.5604,-0.1073,0.3116,0.7668,-0.3779,0.5421,0.0091,0.078,0.1826,2
0.26,0.7535,-1.0495,0.0232,0.7615,-0.3802,0.541,0.0121,0.078,0.1967,2
0.28,0.3169,-1.5472,0.9942,0.7713,-0.3923,0.5384,0.0154,0.0807,0.219,2
0.3,-1.6039,-0.3833,2.0243,0.7961,-0.4095,0.5388,0.0165,0.0787,0.2283,2
0.32,-4.1123,1.0928,0.6644,0.8087,-0.4098,0.5492,0.0176,0.0765,0.2222,2
0.34,-4.1472,2.8129,-2.4993,0.7847,-0.3938,0.5501,0.0125,0.0789,0.2236,2
0.36,-1.9592,4.8368,-4.2071,0.7433,-0.3786,0.5363,0.0063,0.0777,0.2301,2
0.38,-0.3361,4.2021,-2.5646,0.7379,-0.3739,0.5361,0.0104,0.0768,0.229,2
0.4,1.7713,1.9205,-0.336,0.7415,-0.3775,0.5483,0.0106,0.077,0.228,2
0.42,4.1865,0.584,1.2784,0.7472,-0.379,0.5604,0.0114,0.0763,0.2203,2
0.44,6.3939,0.2249,1.8112,0.7635,-0.3817,0.5608,0.0077,0.0797,0.2231,2
0.46,5.7439,0.4001,1.6652,0.7694,-0.3794,0.5508,0.0055,0.0794,0.2264,2
0.48,3.8526,0.9693,1.3797,0.7774,-0.3794,0.5619,0.0069,0.0806,0.2242,2
0.5,2.0775,0.2734,0.7894,0.7757,-0.3772,0.5617,0.0141,0.0787,0.2305,2
0.52,-1.336,-4.9144,0.3239,0.7789,-0.3725,0.5588,0.0142,0.0792,0.2297,2
0.54,-2.9258,-3.8266,-0.4371,0.7838,-0.3734,0.5603,0.0162,0.0766,0.2222,2
0.56,-1.9169,-0.4163,-1.6783,0.7825,-0.3705,0.5513,0.0196,0.0786,0.2221,2
0.58,0.6248,-1.73,-0.7238,0.7591,-0.3731,0.5405,0.014,0.0781,0.2208,2
0.6,0.6107,-3.359,0.26,0.7512,-0.3843,0.5412,0.0197,0.0774,0.2145,2
0.62,-0.5161,-2.4044,0.8125,0.7661,-0.3986,0.5263,0.0335,0.0796,0.2105,2
0.64,-0.2648,-1.5164,0.5001,0.7883,-0.3972,0.5267,0.033,0.0761,0.219,2
0.66,-0.9081,-1.8261,-0.7741,0.7924,-0.3788,0.5477,0.034,0.0745,0.223,2
0.68,-1.2085,-0.883,-0.8901,0.784,-0.3709,0.5452,0.0452,0.0765,0.2276,2
0.7,-1.9149,-0.3837,-0.3771,0.7659,-0.3721,0.543,0.0503,0.0766,0.2334,2
0.72,-1.3745,-2.3866,-0.3431,0.7612,-0.3776,0.5451,0.05,0.0772,0.2224,2
0.74,-0.6956,-2.5997,0.3891,0.7554,-0.3804,0.5406,0.0488,0.0772,0.2259,2
0.76,-0.3183,-1.1559,1.3564,0.7688,-0.3815,0.5305,0.0509,0.0788,0.2286,2
0.78,-0.2828,-0.8565,1.7952,0.785,-0.386,0.5348,0.0518,0.0793,0.2319,2
0.8,0.4403,-1.6934,0.7776,0.7823,-0.3826,0.5387,0.0528,0.0776,0.2301,2
0.82,0.4959,-3.1133,0.4868,0.7735,-0.3759,0.5342,0.0541,0.078,0.2223,2
0.84,0.0707,-3.6921,1.2709,0.7766,-0.3788,0.5335,0.0517,0.0803,0.2221,2
0.86,0.2659,-1.9569,1.7116,0.7904,-0.3796,0.5339,0.0502,0.0799,0.2241,2
0.88,0.2024,0.7977,1.7535,0.7938,-0.3729,0.5333,0.0514,0.0778,0.2223,2
0.9,-0.1227,2.0826,1.0458,0.7819,-0.3748,0.5361,0.0509,0.0772,0.22,2
0.92,-0.9222,1.5764,0.5036,0.7774,-0.3852,0.5377,0.0501,0.0775,0.2147,2
0.94,-1.715,1.583,0.5798,0.7783,-0.3903,0.5367,0.0471,0.0786,0.2129,2
0.96,-1.7315,1.6534,1.6052,0.7741,-0.3893,0.5353,0.05,0.0778,0.204,2
0.98,-0.5025,-0.4426,1.6216,0.7656,-0.3887,0.5478,0.0533,0.0761,0.1996,2
1.0,0.1218,-3.1744,1.5241,0.7645,-0.3901,0.5364,0.058,0.0781,0.1999,2
1.02,-0.5462,-5.3615,1.8083,0.7611,-0.3917,0.5354,0.0634,0.0791,0.1991,2
1.04,-0.3617,-7.6104,2.0517,0.7763,-0.3946,0.5373,0.0585,0.0783,0.1988,2
1.06,-0.0481,-7.6462,2.0651,0.7836,-0.3762,0.5267,0.0579,0.0755,0.1917,2
1.08,1.0374,-4.5967,1.8583,0.7901,-0.3775,0.5246,0.0503,0.0794,0.2113,2
1.1,0.5828,-2.2052,1.2101,0.7897,-0.3787,0.527,0.0493,0.0778,0.2032,2
1.12,0.9185,-1.7807,2.0562,0.7748,-0.3778,0.5228,0.0493,0.0802,0.2093,2
1.14,0.488,-1.4552,1.8402,0.7766,-0.3827,0.5247,0.0456,0.0762,0.2045,2
1.16,-0.0884,-1.9442,1.6125,0.7807,-0.3882,0.529,0.0466,0.0818,0.2041,2
1.18,-0.8627,-2.4413,1.3232,0.7752,-0.3946,0.5197,0.0435,0.081,0.1985,2
1.2,-1.0161,-3.0944,1.1004,0.7788,-0.3949,0.5169,0.0423,0.0792,0.198,2
1.22,-0.2416,-2.8181,1.1788,0.7695,-0.3987,0.5201,0.0378,0.0799,0.1945,2
1.24,0.442,-0.9159,1.6166,0.782,-0.3949,0.5245,0.0289,0.0807,0.1965,2
1.26,1.1563,2.5873,1.7276,0.7865,-0.391,0.5241,0.0219,0.0809,0.194,2
1.28,1.0574,3.1679,1.5675,0.7794,-0.3847,0.5268,0.0152,0.0817,0.2012,2
1.3,0.187,2.2499,1.4772,0.7758,-0.379,0.5237,0.0105,0.0799,0.2068,2
1.32,-0.1407,1.5581,1.5713,0.7831,-0.3786,0.5237,0.01,0.0788,0.2006,2
1.34,0.0882,3.2993,1.6147,0.7875,-0.379,0.525,0.0111,0.0793,0.1979,2
1.36,0.359,5.4851,1.3312,0.7814,-0.3799,0.5261,0.0132,0.0811,0.1994,2
1.38,0.51,4.6848,0.7402,0.7751,-0.3859,0.5321,0.0175,0.0814,0.1961,2
1.4,0.1997,2.1899,0.3686,0.7755,-0.3937,0.5391,0.0162,0.0782,0.1968,2
1.42,-0.3234,0.2593,0.3636,0.7793,-0.3958,0.5411,0.0123,0.0774,0.205,2
1.44,-0.2541,-0.381,0.2236,0.7803,-0.3916,0.5375,0.0159,0.0807,0.2078,2
1.46,0.1674,0.281,0.0841,0.7807,-0.387,0.5369,0.0162,0.0814,0.2039,2
1.48,0.158,1.2021,0.1564,0.7803,-0.3813,0.5378,0.0238,0.0796,0.2035,2
1.5,-0.0548,0.1743,0.4319,0.7694,-0.3779,0.5294,0.0351,0.0832,0.208,2
1.52,-0.3304,-1.4103,0.771,0.7724,-0.3899,0.5285,0.0239,0.0814,0.2193,2
1.54,-0.3918,0.2323,1.3903,0.7762,-0.3884,0.5291,0.0211,0.0843,0.2172,2
1.56,-0.3039,2.9507,2.2122,0.7754,-0.3995,0.528,0.0271,0.0863,0.2191,2
1.58,0.2169,3.1964,1.0782,0.7733,-0.4081,0.5254,0.0206,0.083,0.2165,2
1.6,0.8945,3.0503,0.3431,0.7709,-0.4014,0.5304,0.0243,0.0828,0.2252,2
1.62,0.3559,1.2698,0.3099,0.7726,-0.3951,0.5347,0.0268,0.0823,0.2134,2
1.64,0.6114,0.3928,0.684,0.7816,-0.3811,0.5329,0.0206,0.0821,0.208,2
1.66,0.5476,-0.3626,0.9685,0.7642,-0.3841,0.5279,0.0327,0.0814,0.2039,2
1.68,0.8063,-0.506,0.7863,0.7606,-0.3846,0.5326,0.0251,0.0842,0.2115,2
1.7,0.2989,-0.4097,0.4551,0.7791,-0.3824,0.5402,0.0283,0.0815,0.2232,2
1.72,-0.4493,1.277,0.6587,0.7734,-0.3846,0.5406,0.0277,0.0826,0.2125,2
1.74,-0.3976,0.723,1.2627,0.7592,-0.3884,0.5378,0.0281,0.0821,0.2092,2
