time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.3188,1.9591,1.5403,0.7444,-0.403,0.5901,0.0611,0.0863,0.206,2
0.04,0.12,0.8236,1.2478,0.7457,-0.3855,0.5967,0.0454,0.0842,0.2356,2
0.06,-0.3847,0.3166,0.762,0.7307,-0.3958,0.5964,0.0499,0.0888,0.2333,2
0.08,-0.5927,-0.0,0.5299,0.7474,-0.3974,0.5933,0.0517,0.0918,0.2121,2
0.1,-1.7099,-0.6744,-0.2644,0.7506,-0.3902,0.5842,0.0452,0.0874,0.2191,2
0.12,-1.814,0.4333,-1.0675,0.7435,-0.4,0.5805,0.0621,0.0854,0.2444,2
0.14,-1.3872,0.2216,-0.6011,0.7344,-0.4029,0.5829,0.0546,0.0868,0.2282,2
0.16,-0.3257,-0.5525,-0.5813,0.742,-0.3985,0.5839,0.063,0.0839,0.2322,2
0.18,0.0911,0.5148,-0.391,0.7574,-0.3978,0.5788,0.0671,0.0804,0.2308,2
0.2,0.1681,1.0503,-0.8228,0.7517,-0.395,0.58,0.0666,0.0872,0.2352,2
0.22,-0.2684,0.9838,-0.9368,0.7497,-0.3975,0.5861,0.0562,0.055,0.1207,2
0.24,0.2148,1.432,-0.0375,0.7537,-0.4025,0.5799,0.0473,0.0436,0.0755,2
0.26,0.6107,-0.1977,0.891,0.745,-0.4016,0.5734,0.0435,0.0409,0.0736,2
0.28,0.0132,-1.0259,0.9724,0.7397,-0.398,0.5843,0.057,0.0385,0.0817,2
0.3,-0.2104,0.0777,0.722,0.7334,-0.3933,0.5937,0.0588,0.0391,0.0816,2
0.32,-0.5246,-0.4651,1.3938,0.7368,-0.3886,0.5842,0.0697,0.0387,0.0697,2
0.34,-0.255,-1.6693,1.1842,0.7506,-0.4,0.5821,0.0652,0.0385,0.0667,2
0.36,0.2189,-1.5767,1.0492,0.7619,-0.4063,0.59,0.0683,0.0408,0.0746,2
0.38,-0.2307,-0.0953,1.1259,0.7518,-0.3981,0.5919,0.0721,0.0405,0.074,2
0.4,-0.1891,1.1747,1.3182,0.7407,-0.3923,0.5845,0.0593,0.0389,0.0648,2
0.42,0.0821,1.6166,1.6847,0.742,-0.4014,0.5806,0.0606,0.0379,0.0593,2
0.44,-0.2316,1.0575,1.7917,0.741,-0.3994,0.5844,0.0586,0.037,0.0704,2
0.46,-0.3898,0.3933,1.6275,0.7378,-0.3941,0.5882,0.0519,0.055,0.1333,2
0.48,-0.4234,-0.4974,1.2556,0.7431,-0.4023,0.587,0.0604,0.0793,0.1984,2
0.5,-0.3887,-1.2431,1.5097,0.7482,-0.4083,0.5881,0.0649,0.0843,0.2165,2
0.52,0.1381,-0.8024,2.1386,0.7428,-0.4087,0.5899,0.067,0.0843,0.2192,2
0.54,1.0952,-0.6171,2.2403,0.7422,-0.4067,0.5835,0.068,0.0842,0.2146,2
0.56,1.8749,-0.6366,2.7858,0.7485,-0.4104,0.5813,0.0622,0.0817,0.2185,2
0.58,1.8397,-1.2913,2.9433,0.7497,-0.4063,0.5819,0.0593,0.0797,0.2144,2
0.6,1.1334,-1.5033,1.7062,0.7533,-0.4011,0.5856,0.0569,0.0841,0.2276,2
0.62,-0.0872,-0.1463,-0.034,0.7441,-0.3938,0.5882,0.0552,0.0893,0.2416,2
0.64,-0.4603,1.9958,-0.6539,0.7257,-0.3959,0.5876,0.0576,0.0901,0.2214,2
0.66,-0.45,2.8316,-1.2405,0.7324,-0.4042,0.5835,0.0587,0.0878,0.2297,2
0.68,-0.3622,3.4921,-0.8764,0.7352,-0.4019,0.5917,0.0699,0.0837,0.2396,2
0.7,-0.5483,2.0019,0.8139,0.735,-0.403,0.5817,0.0588,0.0883,0.232,2
