time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,1.0183,-0.5753,0.9381,0.7448,-0.3816,0.5743,0.0458,0.0921,0.2536,2
0.04,2.0793,0.895,1.8168,0.7417,-0.3814,0.5792,0.0488,0.0883,0.2412,2
0.06,1.992,-1.075,2.3239,0.7512,-0.3807,0.5783,0.0371,0.085,0.2448,2
0.08,0.443,-3.728,2.8003,0.7569,-0.3685,0.5837,0.0432,0.0877,0.2413,2
0.1,-0.4467,-2.9505,1.3464,0.7618,-0.3602,0.5928,0.0479,0.0902,0.2386,2
0.12,0.3141,-1.4127,0.3874,0.7644,-0.3632,0.5892,0.0504,0.0883,0.2341,2
0.14,1.9411,-0.7399,0.4896,0.7416,-0.3702,0.5889,0.0475,0.0871,0.2455,2
0.16,2.9712,-0.9406,1.4724,0.7372,-0.3784,0.5792,0.0425,0.0885,0.2462,2
0.18,2.9172,-2.6988,2.5276,0.7462,-0.3746,0.5784,0.0468,0.0898,0.2372,2
0.2,2.3102,-2.4518,2.5476,0.7509,-0.3707,0.5899,0.0472,0.0878,0.2431,2
0.22,2.6407,-2.4883,2.1491,0.7559,-0.3669,0.5832,0.0359,0.086,0.2476,2
0.24,1.9012,-4.0129,1.6737,0.7579,-0.3657,0.5758,0.0434,0.091,0.2471,2
0.26,1.5514,-2.9009,1.5199,0.7552,-0.3595,0.5781,0.0502,0.091,0.2548,2
0.28,1.7586,-2.5079,1.4135,0.7617,-0.3654,0.5741,0.0584,0.088,0.2465,2
0.3,1.5078,-1.1344,1.1405,0.7415,-0.3665,0.5759,0.0508,0.0897,0.2436,2
0.32,0.6117,-1.6304,1.5744,0.7502,-0.3784,0.5768,0.0408,0.0863,0.2351,2
0.34,0.2032,1.6717,0.7946,0.7519,-0.3802,0.5752,0.0369,0.0883,0.2312,2
0.36,-0.3561,3.3842,0.6335,0.7461,-0.3728,0.5745,0.0397,0.0886,0.2362,2
0.38,-0.8052,2.5487,1.0245,0.7463,-0.3798,0.5744,0.0455,0.0856,0.2295,2
0.4,0.4704,0.8529,1.3034,0.7376,-0.3776,0.5743,0.0427,0.0827,0.2331,2
0.42,2.0264,-1.0612,1.9846,0.7277,-0.3763,0.5702,0.0311,0.0879,0.2477,2
0.44,3.1775,-3.8035,1.9624,0.747,-0.3787,0.5838,0.0313,0.0873,0.2555,2
0.46,3.4173,-4.077,1.9195,0.7554,-0.3819,0.5934,0.027,0.0854,0.2392,2
0.48,-0.4616,1.2194,0.7548,0.7405,-0.3645,0.5789,0.0366,0.0895,0.2384,2
0.5,-2.2739,3.9601,0.8605,0.7544,-0.369,0.5726,0.0369,0.0883,0.241,2
0.52,-3.8529,4.2126,-0.4574,0.7552,-0.3842,0.5804,0.0269,0.0853,0.2401,2
0.54,-3.4632,4.0801,-1.9025,0.7504,-0.3874,0.5832,0.0303,0.0867,0.236,2
0.56,-3.0412,4.4107,-1.2585,0.7549,-0.3967,0.5753,0.0383,0.0831,0.2327,2
0.58,-2.491,4.1671,-0.9055,0.7538,-0.3927,0.5824,0.0382,0.0841,0.2406,2
0.6,-1.3778,1.1376,-0.3375,0.7543,-0.382,0.5836,0.0298,0.0879,0.2396,2
0.62,-0.1697,-1.3808,0.431,0.7497,-0.3849,0.5774,0.0183,0.0901,0.2341,2
0.64,0.2497,-0.4681,0.4756,0.7423,-0.3895,0.5762,0.02,0.0878,0.2345,2
0.66,-0.5929,1.3646,0.0185,0.7576,-0.3861,0.5832,0.018,0.0873,0.243,2
0.68,-0.9273,-0.3702,0.263,0.7451,-0.3762,0.5715,0.0152,0.0866,0.2425,2
0.7,-0.7504,-2.099,0.124,0.7519,-0.3734,0.5802,0.0147,0.0835,0.2435,2
0.72,-0.0238,-1.2356,-0.2356,0.7516,-0.3832,0.5827,0.0256,0.0928,0.238,2
0.74,-0.9063,2.1787,-0.5224,0.749,-0.3722,0.5805,0.0272,0.0837,0.2251,2
0.76,-0.9276,1.6209,-0.7291,0.7283,-0.3727,0.5914,0.029,0.088,0.235,2
0.78,-0.8624,2.0242,-0.716,0.7349,-0.3674,0.5932,0.0275,0.0905,0.2529,2
0.8,-1.3405,1.5872,-0.9331,0.7467,-0.3742,0.5854,0.0321,0.0883,0.244,2
0.82,-1.6576,1.6245,-1.406,0.7442,-0.3727,0.5833,0.0335,0.0862,0.2342,2
0.84,-1.9842,1.2507,-0.9728,0.7427,-0.3644,0.5847,0.0266,0.0884,0.2292,2
0.86,-2.5193,0.7058,-1.3115,0.7442,-0.379,0.5801,0.0261,0.0883,0.2409,2
0.88,-2.229,-0.2003,-1.3404,0.744,-0.3883,0.5771,0.0284,0.0899,0.2359,2
0.9,-1.9027,-1.0854,-0.6429,0.7529,-0.3776,0.5834,0.0251,0.0938,0.2239,2
0.92,-0.8559,2.4215,-0.4351,0.7675,-0.3771,0.5805,0.015,0.0927,0.2482,2
0.94,-0.2931,0.0514,-0.2177,0.75,-0.3632,0.5871,0.0022,0.086,0.226,2
0.96,-0.6812,-0.2871,-0.2238,0.7489,-0.3704,0.5776,0.0105,0.0824,0.2259,2
0.98,-0.6585,0.4229,-0.1244,0.7452,-0.3711,0.5798,0.009,0.0855,0.2404,2
