time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.7686,-4.0732,1.069,0.7294,-0.4013,0.5523,0.0524,0.08,0.2102,2
0.04,-0.6162,-5.4364,1.2303,0.7521,-0.3993,0.5464,0.0531,0.0789,0.2133,2
0.06,-0.4338,-4.8649,1.216,0.7612,-0.3889,0.5435,0.0542,0.0793,0.2144,2
0.08,0.4897,-3.1822,1.1819,0.7607,-0.3873,0.5436,0.0492,0.0835,0.2203,2
0.1,0.4661,-1.6093,1.0506,0.7783,-0.3828,0.5377,0.0486,0.0821,0.2181,2
0.12,0.653,-0.9051,1.381,0.7546,-0.3866,0.5387,0.0511,0.083,0.2146,2
0.14,0.4061,-1.2929,1.5549,0.755,-0.395,0.5449,0.0427,0.077,0.2191,2
0.16,-0.3161,-0.8264,1.1476,0.7644,-0.399,0.5564,0.0432,0.0787,0.2202,2
0.18,-1.1123,-1.4551,0.9244,0.7613,-0.3947,0.5418,0.0458,0.0818,0.2212,2
0.2,-0.9506,-1.9719,0.7128,0.7576,-0.4033,0.5424,0.036,0.0796,0.2163,2
0.22,-0.2591,-1.5498,0.9878,0.7543,-0.4035,0.5307,0.0364,0.0845,0.2082,2
0.24,-0.1713,0.1486,1.3194,0.7698,-0.3978,0.54,0.0309,0.0784,0.1951,2
0.26,0.6776,2.1956,1.1611,0.7652,-0.4015,0.5483,0.0214,0.0805,0.2149,2
0.28,0.3038,2.0181,1.0356,0.7574,-0.3978,0.5437,0.0106,0.0813,0.2114,2
0.3,0.1142,1.2776,1.1084,0.7499,-0.3934,0.5433,0.0101,0.0842,0.2129,2
0.32,-0.1295,1.1212,1.17,0.7539,-0.3955,0.5415,0.0095,0.0806,0.2071,2
0.34,-0.2428,3.1289,0.9922,0.7603,-0.396,0.5406,0.0041,0.083,0.2104,2
0.36,0.0712,3.497,0.7977,0.7519,-0.3924,0.5462,0.008,0.0865,0.2148,2
0.38,-0.1188,2.6039,0.4115,0.7466,-0.3983,0.5463,0.008,0.0805,0.2133,2
