time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.4877,-0.3326,-0.3004,0.8643,0.3541,0.3256,0.1863,0.0732,0.0886,3
0.04,-0.0768,0.3647,0.1167,0.8842,0.3487,0.3296,0.1945,0.0674,0.0874,3
0.06,-0.2612,0.2696,0.3983,0.8849,0.3137,0.3298,0.1939,0.0704,0.0898,3
0.08,0.0298,1.061,0.5833,0.8308,0.334,0.3237,0.1937,0.0738,0.0892,3
0.1,0.1928,1.1753,0.0822,0.84,0.3399,0.3224,0.1629,0.0705,0.0905,3
0.12,0.3437,-0.1138,-0.2914,0.8691,0.3444,0.328,0.1276,0.0686,0.0897,3
0.14,0.7966,-0.4826,-0.2296,0.8611,0.3617,0.3274,0.2024,0.0679,0.0882,3
0.16,-0.116,0.2359,0.0293,0.8881,0.3474,0.3286,0.2112,0.07,0.0896,3
0.18,-0.4853,0.1723,-0.0567,0.8746,0.3562,0.332,0.2288,0.0719,0.0892,3
0.2,-0.6626,-0.1513,-0.635,0.8667,0.3581,0.3351,0.2323,0.0701,0.0898,3
0.22,-0.8806,-0.4121,-0.7234,0.8834,0.3633,0.3337,0.204,0.0695,0.0902,3
0.24,0.0084,-0.7061,-0.5221,0.8856,0.326,0.3282,0.1821,0.07,0.0909,3
0.26,-1.1875,-0.6212,-0.6293,0.8659,0.3356,0.3198,0.2026,0.0714,0.0877,3
0.28,-0.9197,-0.0287,-0.0926,0.8733,0.3541,0.3231,0.1987,0.0689,0.0906,3
0.3,-0.5849,0.0478,0.1327,0.8738,0.3598,0.3243,0.1971,0.0701,0.0914,3
0.32,-0.8176,-0.0644,0.6392,0.8637,0.3411,0.3296,0.1897,0.0705,0.0913,3
0.34,-0.4461,0.4807,-0.0048,0.8564,0.3498,0.3299,0.2139,0.0716,0.0873,3
0.36,-0.7647,0.6457,-0.3579,0.8559,0.3538,0.3227,0.2084,0.0712,0.0867,3
0.38,-0.642,0.9749,0.0102,0.8531,0.3354,0.3236,0.2057,0.0722,0.0881,3
0.4,-0.0423,0.17,-0.3073,0.8447,0.3419,0.3224,0.2144,0.0693,0.0883,3
0.42,0.7189,-0.4259,0.1351,0.8739,0.3288,0.3296,0.2242,0.0706,0.088,3
0.44,0.0559,0.4497,0.2155,0.8783,0.3425,0.3229,0.2167,0.0724,0.0895,3
0.46,-0.2104,0.7759,0.3499,0.8622,0.3302,0.3221,0.2135,0.0708,0.0897,3
0.48,-0.1971,0.4848,0.1877,0.8663,0.3487,0.3233,0.217,0.07,0.0884,3
0.5,-0.5954,0.007,-0.0238,0.862,0.3324,0.3222,0.2083,0.0731,0.0893,3
0.52,-0.7685,-0.3414,-0.013,0.8611,0.3245,0.3259,0.2089,0.0722,0.0898,3
0.54,-0.3638,-0.1974,-0.2501,0.8562,0.3433,0.3246,0.2057,0.0696,0.0879,3
0.56,-0.6319,0.0525,0.0149,0.852,0.3464,0.3294,0.2115,0.0695,0.085,3
0.58,-0.8734,0.8574,0.2866,0.8588,0.3335,0.3219,0.2154,0.0706,0.0871,3
0.6,-0.9485,0.7729,0.0508,0.8776,0.3391,0.316,0.2221,0.0701,0.0895,3
0.62,-0.7872,0.0882,0.0825,0.8621,0.3412,0.3197,0.2245,0.0683,0.0901,3
0.64,-0.5352,-0.4026,-0.2363,0.8493,0.3316,0.3326,0.2143,0.0699,0.0879,3
0.66,-0.2662,0.3947,-0.4224,0.8596,0.3392,0.3371,0.203,0.0712,0.0862,3
0.68,-0.1879,0.6654,-0.2158,0.8707,0.3257,0.3305,0.2037,0.0692,0.0881,3
0.7,-0.0383,0.6478,0.0123,0.8656,0.3353,0.3243,0.1941,0.0709,0.0881,3
0.72,0.4552,-0.4231,-0.231,0.8363,0.3684,0.3232,0.2048,0.071,0.091,3
0.74,0.651,-0.7688,-0.334,0.851,0.3244,0.3247,0.1988,0.0678,0.092,3
0.76,0.2646,-0.5023,-0.5562,0.844,0.3428,0.3334,0.1892,0.0692,0.0894,3
0.78,0.0857,0.6362,-0.0843,0.8472,0.3545,0.3271,0.1884,0.0706,0.0874,3
0.8,0.2884,0.7696,0.4096,0.869,0.347,0.3247,0.1946,0.0698,0.0869,3
0.82,0.1273,-0.4233,0.5568,0.8501,0.3246,0.3289,0.2087,0.0716,0.0894,3
0.84,-0.0703,1.0681,0.4517,0.8381,0.3424,0.3304,0.1971,0.0716,0.0907,3
0.86,0.4665,-0.0318,0.1078,0.8604,0.332,0.3274,0.2155,0.0722,0.0898,3
0.88,-0.459,-0.4302,0.1274,0.8579,0.3757,0.325,0.2066,0.0683,0.0897,3
0.9,-0.4145,0.643,0.2383,0.8621,0.3463,0.3291,0.2082,0.0698,0.0864,3
0.92,-0.5878,0.9271,-0.281,0.8568,0.3375,0.3226,0.2143,0.068,0.0883,3
0.94,-0.1761,0.6634,-0.3241,0.8521,0.3553,0.3239,0.2191,0.0695,0.0888,3
0.96,0.7969,0.2587,0.2299,0.8568,0.3398,0.3221,0.2182,0.0714,0.088,3
0.98,0.7758,-0.3478,0.4417,0.8534,0.3321,0.3298,0.2156,0.069,0.0895,3
1.0,0.1253,-0.567,-0.1787,0.8507,0.3524,0.3268,0.2065,0.071,0.0909,3
1.02,0.7312,-1.6191,0.0011,0.8615,0.3485,0.3319,0.1966,0.0699,0.0887,3
1.04,1.0673,-0.471,0.8205,0.8672,0.3323,0.33,0.1915,0.0717,0.0869,3
1.06,-0.41,-0.3477,-0.2028,0.8393,0.3675,0.3257,0.1974,0.07,0.0903,3
1.08,-0.5775,-0.6877,0.3958,0.8615,0.3201,0.3167,0.2142,0.069,0.0881,3
1.1,-0.2861,-1.7984,0.063,0.8885,0.3509,0.3286,0.1845,0.0692,0.0874,3
1.12,-0.0172,-0.1473,0.2022,0.8712,0.3448,0.3266,0.1987,0.0672,0.0915,3
1.14,-0.1354,0.0287,0.409,0.8493,0.3331,0.32,0.2009,0.0689,0.0884,3
1.16,0.0247,-0.7296,0.5628,0.8819,0.3507,0.3317,0.2024,0.0713,0.0912,3
1.18,-0.377,-0.8305,0.0728,0.8413,0.3436,0.3253,0.218,0.0717,0.0892,3
1.2,-0.6306,-0.1468,0.1139,0.8656,0.3335,0.3293,0.2012,0.0731,0.0885,3
1.22,-1.0061,0.5658,0.5287,0.8719,0.396,0.3275,0.1825,0.0705,0.0887,3
1.24,-0.5166,0.3377,0.4089,0.8629,0.3466,0.3236,0.2085,0.0708,0.0894,3
1.26,-0.3845,0.7728,-0.149,0.8558,0.3102,0.3233,0.2065,0.0695,0.0874,3
1.28,-0.2509,-0.1006,-0.0039,0.8596,0.3126,0.321,0.2059,0.0706,0.089,3
1.3,-0.7576,0.7754,0.4792,0.8502,0.3494,0.3172,0.2108,0.0684,0.0906,3
1.32,-0.6143,0.0944,0.2718,0.8527,0.3461,0.3221,0.2036,0.0684,0.0889,3
1.34,0.2325,-0.3247,-0.0135,0.8664,0.3345,0.3261,0.2214,0.0694,0.0877,3
1.36,-0.0977,0.7763,0.3813,0.8378,0.3657,0.3192,0.2191,0.0668,0.0892,3
1.38,0.0171,0.3671,0.3595,0.8302,0.3635,0.3244,0.2064,0.0683,0.089,3
1.4,0.0485,-0.2555,0.1471,0.8421,0.3254,0.3313,0.2108,0.0664,0.0906,3
1.42,-0.8397,-0.3415,-0.2463,0.8654,0.3376,0.3266,0.2078,0.0668,0.0899,3
1.44,-0.4984,-0.4353,-0.8711,0.848,0.3247,0.3224,0.2123,0.0644,0.0909,3
1.46,-0.0343,-0.0051,-0.4527,0.8535,0.3426,0.3303,0.2166,0.0657,0.0892,3
1.48,-0.582,0.4077,0.1401,0.8466,0.3607,0.3274,0.2056,0.0684,0.0895,3
1.5,-0.5073,0.4816,0.23,0.8536,0.3247,0.3231,0.1986,0.0671,0.0908,3
1.52,0.1282,-0.013,-0.0504,0.8486,0.3047,0.3271,0.1988,0.0671,0.0907,3
1.54,1.0389,-0.811,0.5292,0.8492,0.3397,0.3267,0.1894,0.0698,0.0879,3
1.56,1.2957,-0.7433,0.5827,0.8632,0.3672,0.3271,0.1972,0.0702,0.0887,3
1.58,0.7636,0.5297,0.0991,0.8591,0.336,0.3295,0.1987,0.0672,0.0886,3
1.6,-0.1791,0.4908,0.1633,0.8348,0.3203,0.3276,0.2061,0.0684,0.0874,3
1.62,-0.2242,0.3443,0.3491,0.8406,0.3304,0.3242,0.2063,0.0699,0.087,3
1.64,-0.4206,-0.1192,0.2148,0.8586,0.3362,0.3298,0.2032,0.0682,0.089,3
1.66,-1.0581,-0.4031,0.2133,0.8418,0.3381,0.3283,0.2003,0.068,0.0886,3
1.68,-1.0143,-0.4225,-0.2407,0.8269,0.3426,0.3168,0.1925,0.0698,0.0868,3
1.7,-0.6292,-1.0874,-0.7863,0.8453,0.3338,0.3277,0.198,0.0706,0.0899,3
1.72,-0.4955,-0.8618,-0.7616,0.8672,0.3345,0.3348,0.2107,0.0677,0.091,3
1.74,-1.4001,-0.1793,0.0081,0.8493,0.3401,0.3238,0.2061,0.0668,0.0899,3
1.76,-1.2083,0.1961,-0.2994,0.8292,0.3658,0.3133,0.205,0.0662,0.0902,3
1.78,-0.3847,-0.2161,-0.4909,0.8487,0.3691,0.3286,0.2148,0.0655,0.0902,3
1.8,-0.4125,0.2565,-0.3176,0.872,0.3601,0.3329,0.2049,0.0651,0.0927,3
1.82,-0.3532,0.8431,-0.3164,0.8548,0.3422,0.3199,0.1966,0.0676,0.0933,3
1.84,0.029,-0.4226,0.237,0.8389,0.3381,0.3217,0.2031,0.066,0.0923,3
1.86,0.1497,-0.3354,0.4468,0.8526,0.333,0.3316,0.2131,0.0665,0.0891,3
1.88,-0.5181,-0.1567,-0.1232,0.8611,0.3303,0.3379,0.2215,0.0693,0.089,3
1.9,-0.1262,-0.1057,-0.1078,0.8547,0.3558,0.3191,0.1887,0.0672,0.09,3
1.92,1.4583,-0.3392,-1.0192,0.8491,0.369,0.3231,0.1716,0.0681,0.0905,3
1.94,0.6317,0.1627,-0.5186,0.8681,0.328,0.328,0.1962,0.0662,0.091,3
1.96,-0.741,1.6513,0.4543,0.8537,0.3584,0.3223,0.2015,0.0671,0.0897,3
1.98,-0.2818,2.0634,0.0026,0.8599,0.3903,0.3186,0.2004,0.0686,0.0901,3
2.0,-0.5354,1.6443,0.4711,0.8451,0.3706,0.3249,0.225,0.0655,0.0889,3
