time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.0324,-0.7546,1.1395,0.831,0.3859,0.2992,0.1738,0.0843,0.0956,3
0.04,-0.1573,-0.4929,0.3372,0.8107,0.3887,0.2912,0.1815,0.0861,0.0986,3
0.06,0.3668,-2.0848,0.2604,0.82,0.3482,0.2967,0.1749,0.0824,0.0964,3
0.08,-0.4419,-0.8762,0.6246,0.8109,0.3779,0.2963,0.1634,0.0873,0.0955,3
0.1,-0.5884,-0.2696,0.258,0.8231,0.3739,0.2894,0.181,0.0862,0.0977,3
0.12,-0.2376,-0.4893,-0.2394,0.8292,0.3821,0.2948,0.191,0.0847,0.0927,3
0.14,0.0033,-1.15,0.2492,0.8281,0.3739,0.2949,0.162,0.0854,0.095,3
0.16,0.0718,-0.2433,0.4423,0.8258,0.374,0.2987,0.157,0.0862,0.0981,3
0.18,-0.2204,1.4076,0.2534,0.8298,0.3787,0.296,0.1552,0.084,0.0969,3
0.2,-0.152,0.4972,0.3205,0.8233,0.3784,0.2976,0.1808,0.085,0.0968,3
0.22,-0.4812,0.905,0.4413,0.8371,0.378,0.2929,0.1745,0.0853,0.0976,3
0.24,-0.0454,1.3048,0.3228,0.8348,0.365,0.2934,0.1559,0.0849,0.0964,3
0.26,-0.3136,1.6801,0.4774,0.8244,0.3785,0.2926,0.1736,0.0851,0.0957,3
0.28,0.4606,0.3963,0.9393,0.8195,0.3814,0.2942,0.1755,0.0847,0.095,3
0.3,0.5416,-0.8329,1.0408,0.8414,0.3828,0.2971,0.1844,0.0843,0.0951,3
0.32,-0.1262,0.3183,0.9648,0.829,0.3906,0.2913,0.1865,0.0845,0.0955,3
0.34,0.0653,0.228,0.6157,0.8168,0.386,0.2918,0.1617,0.0852,0.0952,3
0.36,0.217,-0.5962,0.4432,0.8327,0.3784,0.3014,0.145,0.088,0.0931,3
0.38,-0.1439,-0.4248,0.5641,0.8321,0.389,0.3005,0.1647,0.0876,0.0943,3
0.4,-0.5502,0.0198,0.1365,0.8158,0.3953,0.2995,0.175,0.0852,0.0959,3
0.42,-0.5083,0.4226,0.6001,0.8263,0.3851,0.2938,0.1724,0.0854,0.0955,3
0.44,-0.1367,0.3401,1.2354,0.8441,0.373,0.2887,0.1753,0.0871,0.0962,3
0.46,-0.0123,-0.1045,0.8721,0.8454,0.3692,0.2938,0.1641,0.0861,0.0949,3
0.48,-0.0846,-0.2036,0.3142,0.8387,0.3685,0.2952,0.1604,0.0852,0.0938,3
0.5,-0.1966,0.0728,-0.046,0.8251,0.3702,0.2969,0.1742,0.0859,0.0955,3
0.52,-0.3848,0.2894,0.3784,0.8254,0.3662,0.3,0.1743,0.0841,0.0959,3
0.54,-0.355,0.1964,0.4484,0.8252,0.3627,0.2987,0.1753,0.0841,0.0958,3
0.56,-0.091,0.0037,0.3928,0.822,0.3904,0.2963,0.1857,0.0849,0.0956,3
0.58,-0.0341,0.0357,0.5974,0.858,0.391,0.2959,0.185,0.086,0.0973,3
0.6,0.0064,1.5608,0.2573,0.8535,0.3883,0.2876,0.171,0.0875,0.098,3
0.62,-0.1436,0.1025,-0.0227,0.8334,0.3888,0.289,0.1554,0.0865,0.0972,3
