time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.1847,-0.3685,0.2377,0.8543,0.3729,0.3207,0.1659,0.0724,0.09,3
0.04,-0.1723,0.2926,0.2616,0.8453,0.3965,0.3278,0.1635,0.069,0.0851,3
0.06,-0.1396,0.5078,0.2427,0.852,0.3859,0.3147,0.1905,0.0697,0.0862,3
0.08,-0.3619,-0.3137,-0.1441,0.8527,0.3674,0.3242,0.1872,0.0717,0.0874,3
0.1,-0.6011,-0.1485,0.5014,0.8615,0.3969,0.3133,0.1832,0.0712,0.088,3
0.12,0.1756,-0.1593,-0.0954,0.8577,0.392,0.3123,0.1759,0.0719,0.0825,3
0.14,0.2613,-0.893,-0.1547,0.8411,0.3921,0.3324,0.174,0.0693,0.0844,3
0.16,-0.0845,-0.7299,0.2532,0.8584,0.3766,0.3243,0.178,0.0701,0.0871,3
0.18,0.5029,-0.5173,0.3069,0.8474,0.3827,0.3168,0.1666,0.0708,0.0844,3
0.2,0.4115,-0.4358,0.0137,0.8662,0.376,0.3179,0.1684,0.07,0.0869,3
0.22,-0.1459,0.1555,0.3428,0.8611,0.3935,0.3143,0.1652,0.0695,0.0865,3
0.24,-0.7195,-0.3128,0.4361,0.8499,0.3692,0.3071,0.1557,0.0723,0.0838,3
0.26,-1.3716,0.0666,0.0738,0.8434,0.4045,0.3083,0.1504,0.0684,0.0842,3
0.28,-0.3172,-0.1986,0.6051,0.863,0.4045,0.3159,0.1682,0.0712,0.0873,3
0.3,0.0793,-0.0825,0.4334,0.872,0.3895,0.3087,0.1613,0.0723,0.0895,3
0.32,0.4543,0.1241,0.1046,0.8457,0.3895,0.3192,0.177,0.0693,0.09,3
0.34,0.5106,0.0921,-0.0196,0.8519,0.3763,0.3161,0.1822,0.0702,0.086,3
0.36,-0.4075,0.1507,0.1219,0.8684,0.3918,0.3189,0.1608,0.0722,0.0848,3
0.38,-0.5484,0.557,-0.2824,0.8604,0.3931,0.3122,0.1772,0.072,0.0845,3
0.4,0.3742,0.401,-0.1786,0.8587,0.4021,0.317,0.1711,0.0693,0.0871,3
0.42,0.5666,-1.0036,0.2771,0.8527,0.3772,0.3094,0.1741,0.0694,0.083,3
0.44,0.3723,-0.3603,0.3472,0.8794,0.3933,0.3193,0.1865,0.0686,0.086,3
0.46,-0.7306,1.0531,0.2992,0.8555,0.3944,0.3102,0.1728,0.0681,0.0875,3
0.48,0.1079,-0.015,0.2997,0.8482,0.3635,0.3138,0.1617,0.0705,0.0861,3
0.5,-0.3922,-0.4675,0.1064,0.8488,0.4122,0.3115,0.1867,0.0699,0.0861,3
0.52,-0.2949,0.1066,0.3927,0.8501,0.3566,0.3133,0.155,0.069,0.0849,3
0.54,-0.599,0.2043,0.0249,0.8455,0.3835,0.3206,0.1828,0.0697,0.0831,3
0.56,-0.2837,0.0393,0.0886,0.8527,0.3937,0.3109,0.1771,0.0707,0.0847,3
0.58,0.262,-0.075,0.1515,0.8486,0.3862,0.3083,0.1652,0.0681,0.0862,3
0.6,-0.407,-0.4479,0.8937,0.8676,0.4008,0.3166,0.1803,0.0703,0.0876,3
0.62,-0.9426,-0.8341,1.0328,0.828,0.3987,0.3156,0.1679,0.0713,0.084,3
0.64,-0.8532,-1.0523,0.5572,0.8516,0.3995,0.3203,0.1737,0.071,0.0889,3
0.66,-0.8907,-0.36,0.2039,0.8658,0.3903,0.3152,0.1739,0.073,0.086,3
0.68,-0.3219,0.4523,0.124,0.85,0.4017,0.3166,0.1627,0.0723,0.0871,3
0.7,-0.1984,0.2012,-0.2025,0.8524,0.3774,0.3122,0.1886,0.0682,0.0876,3
0.72,-0.2076,-0.7265,-0.4177,0.8653,0.3855,0.3163,0.2011,0.0696,0.0886,3
0.74,-1.4383,0.6288,0.0143,0.8587,0.3669,0.3042,0.1616,0.0692,0.087,3
0.76,-0.6908,0.8824,0.3598,0.852,0.3585,0.3046,0.1706,0.0679,0.0877,3
0.78,0.0431,-0.1731,0.7261,0.8605,0.3877,0.3196,0.173,0.0694,0.0881,3
0.8,-0.3281,0.5309,0.404,0.8544,0.3832,0.3187,0.168,0.0705,0.0891,3
0.82,-0.1343,0.337,0.3685,0.8555,0.3774,0.316,0.1632,0.0721,0.0868,3
0.84,-0.5943,0.9841,0.6033,0.8502,0.4087,0.3167,0.1763,0.0712,0.0871,3
0.86,-0.5525,1.1414,0.483,0.837,0.4145,0.317,0.2055,0.0701,0.0873,3
0.88,-0.2424,-0.0881,0.8156,0.8544,0.4013,0.3111,0.1789,0.0727,0.0887,3
0.9,-0.322,-0.2394,0.3391,0.8497,0.3845,0.3125,0.1626,0.0702,0.0876,3
0.92,-0.0612,0.555,0.4231,0.8474,0.4027,0.3135,0.1701,0.0708,0.0884,3
0.94,0.0256,1.0521,0.4217,0.8514,0.3842,0.3139,0.1718,0.0704,0.0853,3
