time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.3866,1.8813,-0.7363,0.7675,0.5055,0.2727,0.0732,0.07,0.1093,3
0.04,-0.0179,1.875,-1.0059,0.7896,0.4854,0.2624,0.0531,0.0677,0.1103,3
0.06,-0.1213,1.492,-0.8425,0.7668,0.5124,0.272,0.0789,0.0701,0.1104,3
0.08,-0.0882,0.748,-1.0633,0.7683,0.5141,0.2835,0.0717,0.07,0.1134,3
0.1,-0.1086,1.3007,-1.1098,0.7795,0.5113,0.2765,0.0752,0.0697,0.1108,3
0.12,-0.2921,1.5623,-1.2638,0.7959,0.5208,0.2704,0.0699,0.0717,0.1094,3
0.14,0.1441,1.4381,-0.9751,0.7672,0.5275,0.2696,0.0585,0.0702,0.1117,3
0.16,0.4985,1.256,-1.0086,0.782,0.5156,0.2718,0.0777,0.0712,0.1115,3
0.18,0.1223,2.1446,-1.5889,0.761,0.5189,0.2767,0.0679,0.0703,0.1109,3
0.2,0.3088,1.1654,-2.1673,0.7697,0.5134,0.2785,0.085,0.0697,0.11,3
0.22,-0.0905,0.9577,-1.6731,0.7738,0.5184,0.2818,0.0585,0.0734,0.1076,3
0.24,-0.3164,-0.0375,-1.8866,0.774,0.5053,0.2786,0.0707,0.0738,0.1109,3
0.26,-0.4854,0.0385,-2.1785,0.7698,0.5137,0.2682,0.0688,0.0735,0.111,3
0.28,-0.3299,-1.3854,-1.7242,0.7742,0.5362,0.2794,0.073,0.0686,0.1112,3
0.3,-0.4405,-1.3578,-1.1507,0.7743,0.5083,0.2791,0.0519,0.0716,0.1118,3
0.32,-0.0844,-3.1609,-1.9123,0.7712,0.5312,0.2628,0.0659,0.0737,0.1113,3
0.34,0.3704,-3.4167,-2.0182,0.75,0.5173,0.2743,0.0706,0.072,0.111,3
0.36,0.2034,-2.1155,-2.0469,0.7568,0.5338,0.2695,0.062,0.0716,0.1092,3
0.38,-0.1597,-1.2794,-1.4045,0.7796,0.5389,0.2627,0.0921,0.0719,0.1108,3
0.4,-0.3475,-1.289,-1.4124,0.7705,0.5215,0.2663,0.0631,0.0729,0.1112,3
0.42,-0.0469,-1.0507,-1.1776,0.7701,0.5277,0.256,0.0539,0.0725,0.1091,3
0.44,-0.1728,-0.4881,-0.9917,0.7709,0.526,0.2664,0.0752,0.0726,0.1107,3
