time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-1.5525,-0.2485,0.5085,0.8484,0.3026,0.2944,0.1915,0.0837,0.1072,3
0.04,-0.7044,-0.2731,0.2388,0.8422,0.3158,0.2882,0.1703,0.0833,0.1078,3
0.06,-0.3267,-0.5409,0.4283,0.8466,0.293,0.2967,0.1667,0.0833,0.1063,3
0.08,0.1151,-0.6149,0.3087,0.8452,0.2994,0.2957,0.1796,0.0849,0.106,3
0.1,-0.6747,0.0484,0.5563,0.8463,0.3148,0.2928,0.189,0.085,0.1051,3
0.12,-0.5627,0.0086,0.7331,0.8382,0.3333,0.2936,0.1801,0.0858,0.1042,3
0.14,-0.8365,0.0606,0.3393,0.8474,0.3356,0.2915,0.1698,0.0858,0.1065,3
0.16,-0.7003,0.2851,-0.1198,0.8558,0.3256,0.285,0.1722,0.0854,0.1079,3
0.18,-0.1232,0.1749,0.0064,0.8517,0.3077,0.2878,0.1827,0.0845,0.1064,3
0.2,-0.5127,0.1361,0.2514,0.8479,0.2888,0.2927,0.1893,0.0827,0.1059,3
0.22,-0.5941,0.2827,0.0479,0.8322,0.2924,0.2776,0.1814,0.0823,0.1066,3
0.24,-0.1122,-0.3048,0.3662,0.8233,0.3059,0.2809,0.1598,0.0832,0.1056,3
0.26,0.4836,-0.5939,-0.0241,0.8324,0.3322,0.2928,0.165,0.0833,0.1065,3
0.28,-0.2201,1.3172,-0.4742,0.834,0.32,0.2855,0.1685,0.0824,0.1065,3
0.3,0.1891,0.3724,0.5018,0.823,0.3424,0.2825,0.1765,0.0823,0.1083,3
0.32,0.5755,-0.7652,0.0606,0.817,0.3071,0.2966,0.1624,0.0839,0.1054,3
0.34,-0.1914,-0.6314,-0.5537,0.8435,0.3193,0.3011,0.1748,0.0846,0.1057,3
0.36,-0.4951,-0.6702,-1.0735,0.8344,0.3062,0.2887,0.1782,0.0832,0.1062,3
0.38,-0.5824,-0.126,-1.1166,0.8311,0.2974,0.2881,0.1872,0.0824,0.1064,3
0.4,-0.3419,0.0546,-0.0374,0.8413,0.3155,0.2964,0.1894,0.0822,0.1069,3
0.42,-0.266,0.3047,0.598,0.8409,0.318,0.2971,0.1826,0.0815,0.1064,3
0.44,-0.5894,0.6729,0.1821,0.8439,0.3004,0.2909,0.1763,0.081,0.1062,3
0.46,-0.5473,0.2808,-0.1851,0.8465,0.2987,0.2891,0.1741,0.0813,0.1079,3
0.48,0.1728,-0.4688,-0.3379,0.8216,0.2982,0.2928,0.1763,0.0812,0.108,3
0.5,0.6878,-1.4304,0.3128,0.861,0.2936,0.2938,0.1735,0.081,0.1057,3
