time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.5059,0.59,0.0123,0.8606,0.3692,0.3015,0.2167,0.1001,0.119,3
0.04,-0.5118,1.386,-0.3372,0.8482,0.3779,0.2973,0.1894,0.0995,0.1201,3
0.06,-0.5588,-0.047,0.1724,0.8361,0.3715,0.305,0.1967,0.1001,0.1168,3
0.08,-1.0724,-0.4423,-0.2076,0.859,0.3444,0.311,0.2071,0.0999,0.1203,3
0.1,-0.7144,0.4836,-0.2313,0.8486,0.3596,0.3123,0.1957,0.0997,0.1225,3
0.12,-0.3166,0.2903,-0.6238,0.8601,0.36,0.3074,0.1891,0.1001,0.1195,3
0.14,-0.34,0.314,-0.572,0.8713,0.342,0.3015,0.1973,0.1014,0.1155,3
0.16,0.3881,0.1718,-0.4031,0.8477,0.3416,0.2982,0.19,0.0989,0.1154,3
0.18,1.137,-0.405,-0.2305,0.8373,0.3555,0.306,0.1823,0.0983,0.1157,3
0.2,0.6841,-1.0055,-0.2632,0.8429,0.3533,0.3114,0.1776,0.0996,0.1173,3
0.22,-0.1393,-0.1919,-0.3126,0.8479,0.3291,0.3033,0.1828,0.0997,0.1184,3
0.24,-0.053,0.6765,0.2114,0.8562,0.3293,0.3004,0.194,0.0997,0.1188,3
0.26,0.4733,0.0933,0.6022,0.859,0.3517,0.3058,0.1946,0.0985,0.1186,3
0.28,0.4332,0.6147,0.2035,0.8517,0.3543,0.3033,0.1878,0.0974,0.1155,3
0.3,0.118,1.2382,0.2699,0.8467,0.3747,0.3064,0.1785,0.1006,0.1176,3
0.32,0.1269,-0.6674,0.0683,0.8453,0.3629,0.3004,0.2002,0.098,0.118,3
0.34,-0.2137,-0.1509,0.2842,0.8371,0.3809,0.3073,0.1887,0.0986,0.1166,3
0.36,-0.8181,0.7054,0.0691,0.8552,0.371,0.298,0.177,0.0991,0.1166,3
0.38,0.2089,-0.2579,0.2953,0.8527,0.3818,0.3039,0.1933,0.0973,0.1159,3
0.4,0.3386,0.6853,-0.0345,0.86,0.3659,0.3053,0.1721,0.097,0.1214,3
0.42,0.2836,0.4649,0.5924,0.8655,0.4021,0.3035,0.1813,0.1003,0.1177,3
0.44,0.4908,0.1321,0.4989,0.8412,0.4141,0.3088,0.1839,0.0991,0.1179,3
0.46,0.4117,-0.0433,0.2755,0.8716,0.3955,0.3096,0.1746,0.0998,0.1211,3
0.48,0.2288,-0.7226,0.3679,0.8815,0.3222,0.313,0.178,0.0998,0.1193,3
0.5,-0.0797,-0.7553,0.4183,0.8681,0.3452,0.3131,0.1943,0.0993,0.1206,3
0.52,-0.2918,-0.3248,-0.0296,0.8586,0.3539,0.3107,0.1902,0.0992,0.1213,3
0.54,0.0424,-0.7418,-0.0335,0.8471,0.3627,0.3018,0.1836,0.0992,0.1203,3
0.56,-0.2293,-1.2814,-0.1168,0.832,0.361,0.2993,0.1891,0.0988,0.1198,3
0.58,-0.6581,-0.5245,-0.007,0.844,0.3663,0.3018,0.1901,0.0973,0.1204,3
0.6,-0.623,0.234,0.328,0.851,0.3535,0.3016,0.1884,0.0978,0.1203,3
0.62,-0.519,-0.2261,0.3623,0.8363,0.3368,0.3041,0.1887,0.0996,0.1198,3
0.64,-0.5692,-0.4569,0.2408,0.8465,0.3615,0.3063,0.1815,0.0993,0.1211,3
0.66,-1.0346,0.0294,0.0135,0.8526,0.3454,0.3014,0.1825,0.0999,0.1206,3
0.68,-0.8499,0.2188,0.4948,0.8466,0.3691,0.3018,0.1921,0.0995,0.1159,3
0.7,-0.3644,-0.0493,0.0071,0.8593,0.3551,0.3007,0.1848,0.0986,0.1178,3
0.72,-0.1514,0.1723,-0.5804,0.8473,0.3879,0.3031,0.1764,0.101,0.1198,3
0.74,-0.4024,0.5361,0.1027,0.8726,0.3759,0.2986,0.1881,0.0989,0.1147,3
0.76,-0.2482,-0.6759,0.3684,0.8638,0.3751,0.3049,0.1776,0.0941,0.1169,3
0.78,-1.2774,0.9006,0.3523,0.839,0.3278,0.2997,0.1897,0.0966,0.1186,3
0.8,0.1222,0.3763,0.2325,0.8387,0.3497,0.2976,0.1863,0.097,0.1159,3
0.82,-0.0166,-0.2025,0.2445,0.8477,0.3851,0.3082,0.1634,0.0976,0.1176,3
0.84,-0.3392,0.3236,0.1271,0.8667,0.3386,0.3089,0.1752,0.0976,0.1172,3
0.86,-0.1929,0.145,0.0659,0.8446,0.3212,0.2983,0.1855,0.0971,0.1181,3
0.88,-0.0071,-0.36,0.3071,0.8344,0.3394,0.3045,0.1973,0.098,0.1193,3
0.9,-0.5141,-0.4374,0.1195,0.845,0.3433,0.3108,0.1799,0.0968,0.1197,3
0.92,-0.8455,-0.8162,-0.9505,0.8439,0.3298,0.2987,0.1747,0.096,0.1167,3
0.94,-0.8948,-0.5056,-1.2287,0.8422,0.3407,0.298,0.1883,0.0956,0.1186,3
0.96,-0.7261,0.1482,-0.4989,0.8427,0.3785,0.311,0.1839,0.0963,0.1228,3
0.98,-0.455,0.0779,0.0783,0.8403,0.3774,0.3095,0.1802,0.0973,0.1209,3
1.0,-0.7323,-0.0682,0.0974,0.8456,0.3458,0.3027,0.1851,0.0966,0.1187,3
1.02,-0.7427,0.2292,-0.3839,0.8409,0.3488,0.3044,0.1683,0.097,0.1193,3
1.04,0.4698,0.638,-0.0493,0.8193,0.3388,0.3,0.1758,0.0967,0.1189,3
1.06,0.4697,-0.8549,0.82,0.8328,0.3771,0.3074,0.1779,0.0986,0.1225,3
1.08,0.3513,0.4564,0.4817,0.8778,0.3316,0.3096,0.1862,0.0963,0.1187,3
1.1,-0.1619,0.8931,0.7052,0.8495,0.3231,0.2949,0.1933,0.097,0.1175,3
1.12,-0.24,0.1809,0.5097,0.8277,0.378,0.2939,0.1815,0.0979,0.1225,3
1.14,-0.1347,-0.1414,0.1223,0.8475,0.3318,0.3018,0.1789,0.0968,0.1194,3
1.16,-1.1013,-0.358,-0.005,0.8451,0.3434,0.3045,0.1829,0.0951,0.1216,3
1.18,-1.6231,0.0238,0.5898,0.8484,0.3607,0.3003,0.1957,0.0987,0.1162,3
1.2,-0.6811,-0.9711,-0.1432,0.8425,0.362,0.2906,0.1839,0.0974,0.1174,3
1.22,-0.6795,-0.9571,-0.6932,0.8564,0.3531,0.3104,0.1903,0.0969,0.1213,3
1.24,-0.8762,-0.7653,-0.6282,0.8671,0.3627,0.3164,0.1792,0.0966,0.1213,3
1.26,-0.8651,-0.6466,-0.0384,0.8555,0.3628,0.3043,0.1885,0.0982,0.1199,3
1.28,-0.6563,-0.1971,-0.221,0.8334,0.3698,0.2919,0.1943,0.0976,0.1226,3
1.3,-0.5406,-0.4617,-0.2117,0.8492,0.3832,0.3015,0.195,0.0967,0.1219,3
1.32,-0.6047,0.0677,0.5465,0.8599,0.3745,0.3076,0.1942,0.0967,0.1187,3
1.34,-0.9036,1.4433,0.722,0.8408,0.365,0.2943,0.1837,0.0961,0.1179,3
1.36,-0.9012,0.7845,0.2387,0.8429,0.3594,0.2877,0.1783,0.0964,0.1176,3
1.38,-0.0638,-0.6568,0.0845,0.8532,0.3385,0.2973,0.1871,0.0968,0.1184,3
1.4,0.073,-0.3356,0.0077,0.8492,0.3618,0.3148,0.1869,0.0955,0.1183,3
1.42,-0.8137,-0.3201,0.2876,0.8477,0.3686,0.3105,0.1686,0.0952,0.1176,3
1.44,-0.4021,0.1176,-0.2837,0.8441,0.3407,0.2997,0.1915,0.097,0.1174,3
1.46,0.3917,-0.5338,-1.5296,0.8621,0.3227,0.3103,0.1804,0.097,0.1178,3
1.48,-0.0399,-0.1891,-0.2126,0.8881,0.3595,0.3081,0.1737,0.0986,0.1163,3
1.5,-0.2703,1.247,-0.0031,0.8457,0.3783,0.2927,0.1903,0.0959,0.1222,3
1.52,-0.2867,2.124,0.2043,0.8315,0.3554,0.2983,0.1797,0.0977,0.1165,3
1.54,-0.5569,1.2769,0.4142,0.8619,0.3438,0.3097,0.1866,0.0969,0.1212,3
1.56,-0.6511,0.7863,0.3479,0.846,0.3551,0.3038,0.1753,0.0959,0.1185,3
1.58,-0.3477,0.218,0.3057,0.8477,0.349,0.2998,0.1683,0.0975,0.1219,3
1.6,0.0394,0.4247,0.2055,0.8321,0.3702,0.302,0.177,0.0967,0.1189,3
1.62,-0.1659,1.1662,0.344,0.8347,0.375,0.3011,0.177,0.0949,0.1213,3
1.64,-0.0339,1.0918,0.5488,0.8547,0.342,0.2987,0.177,0.0958,0.1217,3
1.66,0.3088,0.9596,0.7473,0.8523,0.3546,0.2992,0.1849,0.0971,0.1201,3
1.68,0.298,0.7495,0.6258,0.8447,0.3812,0.3004,0.1871,0.0956,0.119,3
1.7,0.2495,-0.0942,0.2626,0.8478,0.355,0.3029,0.1838,0.095,0.1173,3
1.72,0.2936,-0.5117,0.4248,0.8495,0.3304,0.3032,0.1802,0.096,0.1173,3
1.74,0.0573,0.1251,0.907,0.8544,0.3457,0.3001,0.1689,0.0959,0.1201,3
1.76,-0.039,0.6335,0.5794,0.8471,0.3633,0.3044,0.1672,0.0984,0.1221,3
1.78,0.4121,0.1659,-0.0373,0.8441,0.3659,0.2985,0.1806,0.0986,0.1163,3
1.8,-0.4009,0.5294,0.132,0.8627,0.3488,0.2953,0.1677,0.0956,0.1163,3
1.82,-0.8494,0.9707,0.294,0.8717,0.3545,0.3108,0.1723,0.0964,0.1184,3
1.84,-0.8058,-0.1177,0.7517,0.8365,0.3705,0.2914,0.2003,0.0974,0.122,3
1.86,-0.1665,-0.439,0.4454,0.8663,0.3053,0.3022,0.173,0.0955,0.1188,3
1.88,0.4941,-0.9058,-0.294,0.8559,0.3549,0.3187,0.1756,0.0969,0.1185,3
