time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.1485,-0.2204,-0.1682,0.8393,0.3419,0.3171,0.1638,0.0927,0.1046,3
0.04,0.0815,0.162,0.6046,0.8115,0.3682,0.305,0.1744,0.0929,0.1049,3
0.06,0.248,0.2661,0.5837,0.8415,0.3659,0.3158,0.1746,0.0924,0.1041,3
0.08,0.2672,0.4711,0.4208,0.8301,0.3627,0.315,0.1648,0.09,0.1022,3
0.1,0.021,0.2617,0.2064,0.8215,0.3571,0.3123,0.1729,0.092,0.1012,3
0.12,0.3535,-0.2286,0.2955,0.8093,0.3581,0.3142,0.1759,0.0933,0.1025,3
0.14,0.3065,-0.7229,0.34,0.8192,0.3515,0.3174,0.1801,0.0928,0.102,3
0.16,-0.0973,-0.4651,0.4267,0.8335,0.3609,0.3169,0.1831,0.0925,0.102,3
0.18,0.0239,0.5079,0.1847,0.837,0.3757,0.3112,0.1892,0.0925,0.1013,3
0.2,0.5064,0.3669,-0.0095,0.8443,0.3633,0.3126,0.1841,0.0923,0.1006,3
0.22,0.3702,-0.7049,0.5383,0.8457,0.3473,0.3196,0.1749,0.0924,0.1024,3
0.24,-0.5212,-0.4387,0.8952,0.8298,0.3588,0.314,0.1838,0.0936,0.1034,3
0.26,-1.2014,0.1954,0.3193,0.8358,0.3574,0.3113,0.1732,0.094,0.1022,3
0.28,-0.9226,0.7943,0.299,0.838,0.3454,0.3225,0.1729,0.0899,0.1011,3
0.3,-0.79,0.6709,0.1028,0.8466,0.3457,0.3119,0.1582,0.0926,0.0984,3
0.32,-0.6823,0.6717,0.2683,0.8334,0.3529,0.3063,0.1606,0.0909,0.1044,3
0.34,-0.2221,0.0266,0.3958,0.8201,0.3372,0.3115,0.1701,0.0906,0.1049,3
0.36,-0.1772,-0.536,0.3223,0.842,0.3487,0.3123,0.1806,0.0904,0.103,3
0.38,-0.2525,-0.7659,0.9454,0.8468,0.3824,0.3112,0.172,0.09,0.1001,3
0.4,-0.3004,0.0337,0.6455,0.8335,0.3811,0.3085,0.1688,0.0933,0.102,3
0.42,-0.1921,0.4635,-0.114,0.8334,0.3421,0.3099,0.183,0.0914,0.1007,3
0.44,-0.1907,0.2681,-0.2796,0.8391,0.3382,0.3042,0.1785,0.091,0.1003,3
0.46,-0.3724,-0.1985,-0.285,0.8308,0.3545,0.3017,0.1769,0.0938,0.0998,3
0.48,-0.5365,-0.6737,-0.4163,0.8247,0.3563,0.3063,0.1894,0.0929,0.1007,3
0.5,-0.7741,-0.6188,-0.2053,0.8335,0.3478,0.3124,0.1852,0.0914,0.1003,3
0.52,-1.0347,-0.3606,0.1243,0.8389,0.3399,0.3092,0.1735,0.092,0.0991,3
0.54,-0.7741,-0.4816,0.0633,0.8358,0.3388,0.302,0.1801,0.0906,0.1021,3
0.56,-0.2394,-0.1364,-0.0657,0.8417,0.3561,0.3109,0.1776,0.091,0.1042,3
0.58,-0.5706,0.2294,-0.3748,0.8426,0.3721,0.3136,0.1855,0.0927,0.1029,3
0.6,-0.4742,-0.4408,0.4726,0.8532,0.3594,0.3127,0.1902,0.0951,0.104,3
0.62,-0.4346,1.0389,0.1992,0.8401,0.3743,0.3071,0.1691,0.093,0.1001,3
0.64,0.3306,1.236,0.0197,0.833,0.359,0.3117,0.1708,0.0909,0.1022,3
0.66,1.1768,1.7906,0.2012,0.836,0.3518,0.3168,0.1659,0.0919,0.1015,3
0.68,0.4395,0.2793,0.8892,0.8445,0.3571,0.3142,0.1783,0.0925,0.1034,3
0.7,-0.121,-0.175,0.7964,0.8394,0.3649,0.3085,0.1736,0.0906,0.1041,3
0.72,0.2558,0.6213,0.3034,0.8488,0.372,0.314,0.1677,0.0907,0.1019,3
0.74,-0.14,0.5472,0.3966,0.844,0.3574,0.3113,0.172,0.0879,0.0996,3
0.76,-0.4978,-0.0391,0.7362,0.8363,0.3573,0.3098,0.173,0.0869,0.0995,3
0.78,-0.5863,-0.2919,0.7778,0.8292,0.3619,0.3113,0.176,0.0888,0.0995,3
0.8,-0.4809,-0.8361,0.8346,0.8276,0.3548,0.3096,0.1796,0.0912,0.1004,3
0.82,-0.4244,-0.9157,0.5954,0.8337,0.3617,0.3061,0.177,0.0914,0.1015,3
0.84,-0.6095,0.0729,-0.1386,0.845,0.3722,0.3082,0.1774,0.091,0.102,3
0.86,-0.5705,0.3585,-0.1434,0.8607,0.3534,0.3156,0.182,0.0925,0.1031,3
0.88,-0.4373,0.4507,0.4412,0.8608,0.3614,0.3149,0.1763,0.0904,0.1005,3
0.9,-0.4403,0.661,0.304,0.8497,0.3649,0.3115,0.178,0.0936,0.1023,3
0.92,-0.5879,0.0341,0.4631,0.8549,0.3504,0.3148,0.1825,0.089,0.1007,3
0.94,0.0227,-0.5581,0.4046,0.847,0.3598,0.3147,0.1709,0.0933,0.1001,3
0.96,-0.0881,0.1566,0.5906,0.8142,0.3527,0.3063,0.1752,0.0918,0.1027,3
0.98,-0.3616,-0.0482,0.4701,0.8431,0.337,0.3121,0.1693,0.0903,0.0997,3
1.0,0.1278,0.5779,0.4536,0.8382,0.3467,0.3058,0.1635,0.088,0.1012,3
1.02,0.2974,-0.0753,0.3705,0.8263,0.3707,0.3063,0.1743,0.0891,0.1029,3
1.04,0.1971,-0.761,0.2913,0.8323,0.3687,0.3097,0.1839,0.0892,0.1005,3
1.06,-0.0035,-0.0957,0.3532,0.85,0.3724,0.3094,0.1727,0.0893,0.1015,3
1.08,-0.6736,0.8922,0.4016,0.8503,0.3676,0.3096,0.1666,0.0913,0.104,3
1.1,-0.6263,0.9489,0.3981,0.8326,0.3709,0.313,0.1687,0.0913,0.1042,3
1.12,-0.5059,0.5645,0.3823,0.8251,0.3686,0.3151,0.1704,0.0901,0.1031,3
1.14,-1.0549,0.1363,0.3306,0.8377,0.3521,0.3112,0.1711,0.0906,0.1005,3
1.16,-0.8076,-0.2422,0.2566,0.8515,0.3549,0.3062,0.1691,0.0901,0.0985,3
1.18,-0.28,0.2996,0.3621,0.8491,0.3521,0.309,0.1724,0.0885,0.1027,3
1.2,-0.3755,0.1763,0.7899,0.8296,0.3511,0.3117,0.1825,0.0903,0.1011,3
1.22,-0.4423,0.1042,0.4119,0.8361,0.3417,0.3099,0.1867,0.0909,0.1011,3
1.24,0.0572,0.0099,0.5941,0.8303,0.3346,0.3092,0.1703,0.0911,0.1011,3
1.26,-0.4712,0.6857,0.7747,0.8493,0.3878,0.3176,0.1763,0.0906,0.1054,3
1.28,0.0064,0.3808,0.5942,0.8272,0.3541,0.319,0.1743,0.0891,0.1034,3
1.3,0.373,0.2253,0.1883,0.8268,0.3352,0.3172,0.1712,0.0898,0.1004,3
1.32,0.7493,-0.6196,0.4247,0.8363,0.3528,0.3188,0.1628,0.0908,0.1021,3
1.34,-0.1025,-0.1405,0.6056,0.8524,0.3473,0.3075,0.1812,0.0897,0.1036,3
1.36,0.4661,0.8144,0.2722,0.8414,0.3406,0.3143,0.1754,0.0867,0.1003,3
1.38,0.6275,1.0942,0.5491,0.8429,0.3523,0.3177,0.1833,0.0875,0.099,3
1.4,-0.2567,1.1584,0.6444,0.8347,0.3603,0.3107,0.191,0.0901,0.1018,3
1.42,-0.6811,0.6901,0.338,0.8215,0.3575,0.3104,0.188,0.0902,0.104,3
1.44,-0.8025,0.0348,0.3108,0.824,0.3484,0.3148,0.1868,0.0886,0.1033,3
1.46,-0.9531,0.3443,0.3426,0.8294,0.3462,0.3109,0.1831,0.0881,0.1027,3
1.48,-0.3945,0.7543,0.0988,0.8398,0.3636,0.3065,0.1793,0.0891,0.1039,3
1.5,-0.6143,0.1353,-0.0815,0.8429,0.3605,0.3101,0.1835,0.0905,0.1022,3
1.52,-0.0012,-1.2009,0.1057,0.8283,0.3575,0.3125,0.1986,0.0916,0.0979,3
1.54,-0.3121,-1.6947,0.1682,0.8284,0.3533,0.3177,0.1949,0.0906,0.1034,3
1.56,-0.8292,-0.7279,-0.0161,0.8426,0.3466,0.3164,0.1959,0.0882,0.0999,3
1.58,-0.6921,0.9094,-0.1161,0.8338,0.3562,0.3077,0.1931,0.09,0.1018,3
1.6,0.2177,2.7629,0.6833,0.8176,0.3407,0.31,0.1896,0.088,0.1019,3
1.62,0.3571,1.8544,0.726,0.8402,0.3464,0.3161,0.187,0.0892,0.0996,3
1.64,-0.398,0.657,0.8264,0.8439,0.3612,0.3164,0.1831,0.0871,0.0986,3
1.66,-0.5547,-0.1351,0.2853,0.8291,0.3701,0.319,0.192,0.0867,0.099,3
1.68,-0.5984,-0.7974,0.0257,0.831,0.3684,0.3186,0.195,0.0902,0.1021,3
1.7,-0.6165,-0.5186,0.22,0.8536,0.3528,0.3147,0.1855,0.0907,0.1027,3
1.72,-0.4398,0.1844,0.1368,0.8551,0.3513,0.3086,0.1752,0.0887,0.1025,3
1.74,-0.438,0.2915,-0.044,0.836,0.3557,0.3092,0.1821,0.0889,0.1038,3
1.76,-0.5709,-0.0753,0.0956,0.8331,0.3465,0.312,0.1958,0.0895,0.1033,3
1.78,-0.2491,-0.3212,0.2616,0.8348,0.3479,0.3068,0.1943,0.0884,0.1024,3
1.8,0.0002,-0.294,0.4068,0.8229,0.3598,0.3116,0.1867,0.089,0.1044,3
1.82,-0.5631,-0.3168,0.3981,0.8444,0.3559,0.3213,0.1694,0.0903,0.1016,3
