time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.7236,0.7157,0.0895,0.5863,-0.0303,0.8066,0.088,0.1473,0.1423,1
0.04,-0.3106,0.9925,-0.1156,0.5801,-0.033,0.8059,0.0866,0.1476,0.1172,1
0.06,0.0948,-0.1269,-0.53,0.571,-0.0115,0.8022,0.087,0.1479,0.139,1
0.08,0.3907,-0.2299,-0.6519,0.5722,-0.011,0.8022,0.0868,0.1472,0.1253,1
0.1,0.223,-0.712,-0.2142,0.575,-0.0115,0.8057,0.0881,0.1462,0.1326,1
0.12,0.0133,-0.1096,-0.0737,0.5796,-0.0147,0.8079,0.0873,0.1473,0.1329,1
0.14,0.2676,0.2498,0.1774,0.5848,-0.0104,0.8084,0.088,0.1471,0.1541,1
0.16,0.1002,0.5587,-0.2752,0.5832,-0.0081,0.809,0.0886,0.1473,0.1532,1
0.18,-0.047,0.4993,-0.4517,0.5827,-0.0101,0.8024,0.0887,0.1482,0.1664,1
0.2,-0.0362,0.1704,-0.4964,0.5828,-0.0122,0.803,0.0879,0.1477,0.1758,1
0.22,-0.0816,-0.2175,-0.3451,0.5811,-0.0154,0.809,0.0877,0.1465,0.1654,1
0.24,-0.1012,-0.0284,-0.4603,0.5783,-0.0244,0.8097,0.0873,0.1472,0.1532,1
0.26,0.2405,0.7026,-0.8477,0.5779,-0.0145,0.8095,0.0867,0.147,0.1311,1
0.28,0.0279,0.6161,-0.7758,0.5815,-0.0006,0.8086,0.0869,0.147,0.1425,1
0.3,0.2879,-0.0565,-0.5184,0.5795,-0.0045,0.8053,0.0875,0.1476,0.1313,1
0.32,0.8636,-0.6548,-0.1024,0.5799,-0.0082,0.803,0.0876,0.1482,0.168,1
0.34,0.399,0.1184,0.0607,0.5794,-0.0025,0.8064,0.0878,0.149,0.1673,1
0.36,-0.1613,0.3844,-0.273,0.5787,-0.0134,0.8061,0.0877,0.1469,0.1368,1
