time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.2064,0.7322,0.0123,0.5658,0.0229,0.8591,0.0813,0.1605,0.0468,1
0.04,-0.2522,0.0503,0.1104,0.5676,0.0207,0.8606,0.0854,0.1622,0.0668,1
0.06,-0.16,1.1592,0.0718,0.5685,0.0222,0.8651,0.0806,0.1627,0.0631,1
0.08,0.0262,1.2087,-0.038,0.5663,0.0137,0.8642,0.0844,0.1621,0.0711,1
0.1,-0.4341,0.9483,-0.059,0.5646,0.0179,0.8681,0.0857,0.1604,0.0679,1
0.12,-1.1108,0.0918,-0.3798,0.5627,0.0278,0.87,0.081,0.1589,0.0657,1
0.14,-1.3175,-0.1128,-0.3298,0.5611,0.0272,0.8698,0.0802,0.1648,0.0659,1
0.16,-1.3646,0.7276,-0.2686,0.5625,0.0249,0.8623,0.0759,0.1634,0.0785,1
0.18,-1.4566,0.302,0.0743,0.5636,0.0241,0.8604,0.0733,0.1616,0.0791,1
0.2,-1.3779,-0.1824,0.5433,0.5633,0.0226,0.8636,0.0737,0.1611,0.0729,1
0.22,-0.7623,-0.7192,0.8134,0.561,0.0227,0.8628,0.0749,0.1618,0.0583,1
0.24,-0.5296,-0.446,0.8281,0.5629,0.0212,0.8649,0.0732,0.1604,0.0643,1
0.26,-0.4037,-0.2275,0.536,0.5629,0.0178,0.8643,0.0743,0.1634,0.0754,1
0.28,-0.7921,0.0058,0.5471,0.564,0.0227,0.8686,0.0734,0.1621,0.0595,1
0.3,-1.0554,0.419,0.6256,0.5628,0.0206,0.8678,0.0719,0.1596,0.0756,1
0.32,-1.2795,0.0761,0.7049,0.5632,0.0175,0.8653,0.072,0.1614,0.0605,1
0.34,-1.2991,-0.3821,0.8969,0.5638,0.0155,0.8645,0.0722,0.1608,0.0698,1
0.36,-0.9319,-0.7805,0.7279,0.5638,0.0105,0.8648,0.0716,0.1619,0.0634,1
0.38,-0.9464,-0.5588,0.7923,0.5696,0.0127,0.8631,0.0734,0.1609,0.0517,1
0.4,-0.811,0.0664,0.8146,0.5698,0.0189,0.8615,0.0713,0.1637,0.0123,1
0.42,-0.3632,-0.5263,0.6996,0.5688,0.0211,0.8643,0.0672,0.1633,0.0027,1
0.44,-0.1452,-0.7948,0.7617,0.5678,0.0173,0.8665,0.0594,0.1628,0.0026,1
0.46,0.2162,-0.9958,0.9562,0.5686,0.0154,0.8638,0.0607,0.1633,0.0074,1
0.48,0.725,-1.4267,1.1426,0.5677,0.0132,0.8619,0.0617,0.1622,0.0151,1
0.5,1.1801,-1.4387,1.1835,0.5677,0.0126,0.8617,0.0637,0.1614,0.0112,1
0.52,1.6618,-1.4194,0.903,0.5712,0.006,0.8574,0.0654,0.1623,0.005,1
0.54,2.1576,-1.4139,0.5904,0.5693,0.0019,0.8569,0.066,0.1637,0.0063,1
0.56,2.0303,-1.2569,0.8194,0.5649,0.0135,0.8622,0.0658,0.1647,0.0091,1
0.58,1.6536,-1.5868,0.9882,0.5644,0.0198,0.8635,0.0667,0.1654,0.0075,1
0.6,1.2429,-2.0606,0.6131,0.5704,0.0183,0.8637,0.0673,0.1633,0.0099,1
0.62,0.2608,-0.871,-0.0005,0.57,0.0186,0.8635,0.0674,0.1634,0.0014,1
0.64,-0.363,0.2211,-0.0434,0.5666,0.0221,0.8639,0.0685,0.1656,0.0151,1
0.66,-0.5713,0.5196,-0.0193,0.5645,0.0243,0.8688,0.0696,0.1636,0.0271,1
0.68,-0.6533,0.5861,0.075,0.565,0.023,0.8668,0.0679,0.1626,0.0151,1
0.7,-0.6775,0.2224,-0.4814,0.5615,0.0206,0.8632,0.0654,0.1646,0.0028,1
0.72,-0.6948,-0.1944,-0.7859,0.5646,0.0195,0.8614,0.0682,0.1655,0.0029,1
0.74,-0.6362,-0.2498,-0.4587,0.5676,0.0168,0.8626,0.0683,0.1642,0.0,1
0.76,-0.7217,0.3272,-0.1741,0.5713,0.0164,0.8591,0.0674,0.1649,0.0,1
0.78,-0.4809,-0.1338,0.3331,0.5727,0.0221,0.8582,0.068,0.1633,0.006,1
0.8,-0.3729,-0.4186,0.2998,0.5737,0.0162,0.8627,0.0721,0.1638,0.0037,1
0.82,-0.2612,0.3823,0.3002,0.5707,0.0234,0.8639,0.0724,0.1635,0.0153,1
0.84,0.5631,0.9356,0.3335,0.5649,0.0158,0.8633,0.0766,0.1614,0.0,1
0.86,0.8763,0.6376,0.5558,0.5677,0.0159,0.8672,0.0768,0.162,0.0,1
0.88,0.4924,0.4482,0.5663,0.5696,0.0163,0.8637,0.0761,0.1634,0.0076,1
0.9,0.7258,-0.6585,0.4515,0.5717,0.0181,0.8595,0.0793,0.1653,0.0,1
0.92,0.7499,0.3499,0.3313,0.5771,0.0175,0.8615,0.08,0.1641,0.0019,1
0.94,0.4579,0.8842,0.352,0.5751,0.0184,0.8556,0.0827,0.1663,0.0184,1
0.96,0.487,0.6489,0.3091,0.5723,0.0178,0.8565,0.0798,0.1633,0.0213,1
0.98,0.1994,0.1841,0.3451,0.568,0.0167,0.8638,0.0823,0.1629,0.0131,1
1.0,-0.3147,0.4415,0.2395,0.5649,0.0139,0.8685,0.0809,0.1615,0.0248,1
1.02,-0.6889,0.6612,-0.0154,0.5654,0.0258,0.8679,0.085,0.1632,0.0241,1
1.04,-0.4461,1.1866,-0.1841,0.5685,0.0249,0.8614,0.0865,0.1664,0.0137,1
1.06,-0.4774,-0.0306,-0.0079,0.5692,0.0207,0.8617,0.0828,0.1627,0.0224,1
1.08,-0.5362,-0.039,0.0347,0.5695,0.0176,0.8653,0.0849,0.1651,0.0854,1
1.1,-0.199,1.2243,0.2926,0.5697,0.0189,0.8605,0.0851,0.1618,0.0525,1
1.12,-0.0441,1.235,0.0806,0.5661,0.0189,0.8652,0.0836,0.1623,0.0471,1
1.14,0.1793,1.2931,0.0132,0.5653,0.0179,0.8635,0.0843,0.167,0.0603,1
1.16,0.1526,0.6897,0.0812,0.562,0.0224,0.8689,0.0838,0.1645,0.0566,1
1.18,0.095,0.7403,-0.0953,0.564,0.017,0.8703,0.0831,0.1673,0.0784,1
1.2,0.183,0.794,-0.024,0.5642,0.0198,0.8653,0.0851,0.1643,0.0489,1
1.22,0.2706,-0.0105,0.2359,0.5639,0.0203,0.8643,0.0825,0.1631,0.0652,1
1.24,0.0524,-0.152,0.1654,0.5659,0.0238,0.867,0.0835,0.1636,0.0795,1
