time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.5625,-0.218,0.237,0.5645,0.0209,0.8628,0.0993,0.1495,0.0623,1
0.04,-0.2714,-0.2756,0.1374,0.5563,0.0218,0.8652,0.0995,0.1525,0.0773,1
0.06,-0.0959,0.0812,0.1179,0.5593,0.0176,0.8618,0.0987,0.1537,0.0656,1
0.08,-0.0335,0.3843,-0.0125,0.5604,0.0153,0.8643,0.0981,0.1515,0.0902,1
0.1,-0.1656,0.0177,0.0944,0.5592,0.0148,0.8633,0.0969,0.1502,0.0864,1
0.12,-0.3977,-0.2696,0.2353,0.5574,0.0171,0.8635,0.0955,0.1521,0.0734,1
0.14,-0.2861,-0.3998,0.4113,0.5581,0.0175,0.8635,0.0942,0.1517,0.0706,1
0.16,-0.1201,-0.2568,0.4858,0.5608,0.0155,0.8626,0.0939,0.1493,0.0714,1
0.18,-0.3165,0.0715,0.4181,0.5626,0.0139,0.8622,0.0943,0.1501,0.0733,1
0.2,-0.4384,-0.0324,0.424,0.5631,0.0121,0.8609,0.0938,0.1527,0.0831,1
0.22,-0.1912,-0.2456,0.329,0.5624,0.0121,0.8608,0.0944,0.1526,0.0896,1
0.24,-0.1652,-0.0007,0.3823,0.5581,0.0153,0.8619,0.0975,0.1527,0.0831,1
0.26,-0.1016,-0.2844,0.1798,0.5616,0.0033,0.8659,0.0982,0.1512,0.0915,1
0.28,-0.4957,0.5246,0.4776,0.5568,0.0202,0.8652,0.0963,0.1507,0.0761,1
0.3,0.0147,0.1994,0.202,0.5607,0.0215,0.8626,0.0941,0.1498,0.0587,1
0.32,0.1331,-0.1805,0.3042,0.5619,0.0154,0.8633,0.0924,0.1517,0.0808,1
0.34,-0.0537,0.5625,0.1797,0.5588,0.0183,0.8629,0.0946,0.1522,0.0912,1
0.36,-0.0487,0.5004,0.4737,0.5574,0.011,0.8598,0.0952,0.1531,0.0825,1
0.38,0.3257,-0.269,0.8281,0.5587,0.0071,0.8616,0.0959,0.1526,0.0719,1
0.4,0.2447,-0.5691,0.7502,0.5601,0.0124,0.8643,0.0964,0.152,0.0677,1
0.42,-0.4673,-0.2114,0.4901,0.5601,0.0137,0.8613,0.0936,0.1535,0.0426,1
0.44,-0.674,0.3914,0.383,0.558,0.0143,0.8615,0.091,0.1535,0.0,1
