time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.6682,0.1041,1.1311,0.5828,-0.0164,0.8467,0.09,0.1549,0.1542,1
0.04,-0.7192,0.2496,0.6695,0.5814,-0.0193,0.8482,0.0905,0.1537,0.1288,1
0.06,-0.5475,0.246,0.9579,0.5817,-0.022,0.8458,0.0884,0.1545,0.1317,1
0.08,-0.4618,0.2831,1.1008,0.5834,-0.021,0.8434,0.087,0.1528,0.1342,1
0.1,-0.5419,0.3312,0.8637,0.5846,-0.0233,0.8447,0.0874,0.1535,0.1286,1
0.12,-0.5911,0.5716,0.446,0.5842,-0.0264,0.8472,0.087,0.155,0.1383,1
0.14,-0.5282,0.8075,0.2893,0.583,-0.0261,0.8471,0.0854,0.155,0.1522,1
0.16,-0.4293,0.5203,0.6133,0.5828,-0.0241,0.8452,0.0854,0.1552,0.135,1
0.18,-0.0151,0.096,0.8104,0.5824,-0.0218,0.8455,0.0862,0.1543,0.1451,1
0.2,0.3504,-0.3007,0.9024,0.5789,-0.018,0.8467,0.087,0.1551,0.1497,1
0.22,-0.4839,0.1174,1.172,0.5813,-0.0237,0.8479,0.0855,0.1519,0.1446,1
0.24,-0.6332,0.4331,1.3725,0.5837,-0.024,0.8432,0.0843,0.1518,0.1467,1
0.26,-0.4818,0.4349,1.3128,0.582,-0.0284,0.8453,0.0849,0.1532,0.133,1
0.28,-0.5676,0.3437,0.9632,0.5774,-0.0277,0.8498,0.0865,0.154,0.1318,1
0.3,-0.6262,0.4082,0.6227,0.577,-0.0243,0.8503,0.0868,0.154,0.1449,1
0.32,-0.3414,0.439,0.5318,0.5822,-0.0262,0.8485,0.0861,0.1538,0.146,1
0.34,-0.4531,-0.0826,0.4591,0.5808,-0.0209,0.8499,0.0871,0.1527,0.1409,1
0.36,-0.8653,-0.0423,0.6746,0.5794,-0.0239,0.8534,0.0847,0.1542,0.1359,1
0.38,-0.8711,0.0783,0.2314,0.582,-0.0181,0.8449,0.0844,0.1543,0.1312,1
