time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.1055,0.1817,0.0183,0.5396,0.0074,0.8124,0.1006,0.1534,0.0665,1
0.04,-0.2747,-0.2509,0.1564,0.5415,0.0147,0.8121,0.1013,0.1537,0.0919,1
0.06,-0.0476,-0.1732,0.2762,0.5431,0.0196,0.8114,0.107,0.1524,0.0797,1
0.08,-0.0144,0.1875,0.5216,0.5473,0.0191,0.811,0.1042,0.1559,0.0849,1
0.1,-0.2666,0.2266,0.2387,0.5461,0.019,0.8095,0.1037,0.1561,0.0781,1
0.12,-0.2626,0.2245,0.3854,0.5464,0.0189,0.8126,0.1059,0.1539,0.0855,1
0.14,0.1035,0.3445,0.5577,0.5465,0.017,0.8157,0.1022,0.1557,0.0975,1
0.16,-0.2166,0.344,0.5041,0.5423,0.0162,0.8142,0.1022,0.156,0.0973,1
0.18,-0.5823,0.1655,-0.0566,0.542,0.0198,0.8117,0.1034,0.1553,0.077,1
0.2,-0.6517,-0.1888,-0.0526,0.5441,0.0172,0.8122,0.1019,0.1551,0.0676,1
0.22,-0.3085,-0.3364,0.14,0.5441,0.0157,0.8137,0.102,0.1555,0.0764,1
0.24,0.2193,0.0639,0.5353,0.5445,0.015,0.8168,0.1032,0.1564,0.0838,1
0.26,-0.3586,0.2446,0.7899,0.5461,0.0076,0.8146,0.1007,0.1552,0.0817,1
0.28,-0.0634,-0.0029,0.5323,0.5418,0.0151,0.8164,0.1024,0.1522,0.099,1
0.3,0.053,0.3312,0.395,0.535,0.0132,0.8135,0.101,0.1525,0.085,1
0.32,0.1755,0.3477,0.6797,0.5355,0.0167,0.8142,0.102,0.1543,0.0842,1
0.34,0.4485,0.1648,0.7389,0.5432,0.0178,0.8122,0.1057,0.1552,0.0713,1
0.36,0.2517,-0.0256,0.4706,0.5486,0.0104,0.8169,0.1023,0.1492,0.0938,1
0.38,-0.193,0.7603,0.6425,0.5453,0.02,0.8136,0.1045,0.1565,0.0523,1
0.4,-0.3174,0.3689,0.1035,0.5436,0.0207,0.8148,0.1031,0.1548,0.0719,1
0.42,-0.1001,0.3976,0.2544,0.5436,0.0171,0.8143,0.1008,0.1537,0.0675,1
0.44,-0.3816,-0.0008,0.3044,0.5448,0.0189,0.8127,0.1032,0.1548,0.0709,1
0.46,-0.6207,0.0858,-0.1533,0.5443,0.0145,0.8118,0.105,0.157,0.0753,1
0.48,-0.6487,0.1265,-0.0983,0.5458,0.0147,0.8144,0.1053,0.1534,0.1014,1
