time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.6363,0.7345,0.0793,0.5841,0.0036,0.8526,0.0675,0.1505,0.0678,1
0.04,-0.4033,0.4887,-0.057,0.5834,0.0056,0.8498,0.0627,0.1497,0.0857,1
0.06,-0.4727,0.2676,0.4085,0.5874,0.0084,0.855,0.0655,0.1537,0.0611,1
0.08,-0.4601,0.6854,0.268,0.583,-0.0066,0.853,0.0664,0.1517,0.07,1
0.1,-0.6126,1.287,-0.1014,0.578,0.0069,0.8516,0.0664,0.1502,0.0584,1
0.12,-0.6261,0.9811,0.0368,0.5758,-0.0004,0.8534,0.0702,0.1507,0.0783,1
0.14,-0.2247,0.269,-0.0105,0.5815,-0.0024,0.8549,0.0703,0.1499,0.0853,1
0.16,-0.322,0.9635,0.1404,0.5813,0.0003,0.857,0.0662,0.151,0.0935,1
0.18,-0.1995,0.3693,0.2545,0.5785,0.0034,0.857,0.0672,0.1512,0.0806,1
0.2,-0.0746,0.4123,0.1911,0.5787,0.0065,0.8576,0.0679,0.1489,0.0659,1
0.22,-0.4194,0.8587,0.2788,0.5811,0.0045,0.8576,0.0682,0.1467,0.0738,1
0.24,-0.4924,0.9241,0.0707,0.5847,0.0022,0.8549,0.0663,0.1496,0.0717,1
0.26,-0.4363,0.618,0.1264,0.5834,0.0024,0.8552,0.0678,0.1501,0.0847,1
0.28,-0.5196,0.4728,0.142,0.5798,0.0029,0.8545,0.0675,0.149,0.0716,1
0.3,-0.7839,1.0293,-0.1778,0.5807,0.0074,0.8532,0.0667,0.1493,0.0706,1
0.32,-0.7001,0.8727,-0.4691,0.5813,0.0067,0.8525,0.0656,0.1511,0.0707,1
0.34,-0.5872,0.176,-0.3211,0.5818,0.0064,0.8564,0.0673,0.152,0.0795,1
0.36,-0.536,-0.1171,0.0321,0.5835,0.0061,0.8584,0.0667,0.1519,0.0864,1
0.38,-0.5149,0.0715,0.0098,0.5852,0.0043,0.8587,0.0658,0.1519,0.0814,1
0.4,-0.5575,0.9851,-0.2091,0.581,0.0014,0.8586,0.0686,0.1514,0.0782,1
0.42,-0.2529,1.607,-0.1903,0.5754,-0.0005,0.853,0.067,0.1504,0.0712,1
0.44,0.0772,-0.0484,-0.0319,0.577,-0.0018,0.8564,0.0672,0.1497,0.0752,1
0.46,0.1003,-1.4005,0.3287,0.5795,-0.001,0.8589,0.0686,0.1489,0.0784,1
0.48,-0.0535,-1.5117,0.3903,0.5819,0.0075,0.8531,0.0682,0.1486,0.0718,1
0.5,-0.0117,-0.8631,-0.1996,0.5836,0.0063,0.8485,0.0663,0.1492,0.0763,1
0.52,0.7081,-1.4768,-0.4404,0.5859,0.0027,0.8483,0.0653,0.1511,0.0845,1
0.54,1.0607,-1.7185,-0.1712,0.5839,-0.0027,0.8545,0.066,0.1501,0.0803,1
0.56,0.6993,-1.0839,0.2496,0.5832,0.0009,0.8556,0.0669,0.152,0.0783,1
0.58,0.4047,0.6413,0.4132,0.5788,0.011,0.855,0.0691,0.1508,0.067,1
0.6,0.1273,0.2669,0.1345,0.5759,0.0054,0.8536,0.0699,0.1516,0.0737,1
0.62,0.112,-0.8215,0.0794,0.5821,0.0043,0.8542,0.0636,0.1516,0.0747,1
0.64,-0.2465,-1.113,0.3173,0.5841,0.0046,0.8582,0.0656,0.1502,0.0752,1
0.66,0.0825,-0.5358,0.6436,0.5869,0.0036,0.8544,0.0689,0.1489,0.0633,1
0.68,0.4296,-0.305,0.8271,0.5875,0.0041,0.854,0.0649,0.1516,0.0923,1
0.7,0.6196,-0.7949,0.6568,0.5864,0.0034,0.8548,0.068,0.1516,0.0668,1
0.72,0.0594,-1.9697,0.3847,0.58,0.0073,0.85,0.0677,0.1507,0.0809,1
0.74,-0.2667,-1.7754,0.2449,0.5909,0.0035,0.8552,0.0701,0.1521,0.0603,1
0.76,-0.1762,-0.9396,0.3988,0.5909,0.0017,0.855,0.0641,0.1509,0.0656,1
0.78,-0.581,-0.6708,0.4612,0.5877,0.0021,0.8496,0.067,0.1494,0.0657,1
0.8,-0.5155,0.2893,0.3292,0.585,0.0008,0.8508,0.0643,0.1518,0.0569,1
0.82,-0.4247,0.5302,0.2174,0.5882,0.0027,0.8528,0.0619,0.1509,0.0756,1
0.84,-0.3249,1.1765,0.37,0.5852,0.005,0.8487,0.0615,0.1482,0.0722,1
0.86,-0.049,0.074,0.1662,0.5839,0.0061,0.8485,0.0635,0.1513,0.0655,1
0.88,-0.4235,-0.617,0.1113,0.5825,0.0029,0.8559,0.0651,0.1501,0.0747,1
0.9,-0.5365,-0.0574,0.1028,0.5884,0.0016,0.851,0.061,0.1507,0.0682,1
0.92,-0.1526,-0.0701,0.2833,0.5882,0.0016,0.8524,0.0586,0.1521,0.0568,1
0.94,-0.0129,-0.0224,0.4215,0.5849,0.0058,0.8507,0.0612,0.1503,0.0,1
0.96,-0.2312,-0.2692,0.3266,0.5875,0.0027,0.851,0.0608,0.1499,0.0,1
0.98,-0.3041,-0.1792,0.0748,0.5863,-0.0,0.8497,0.063,0.1513,0.0,1
1.0,-0.3196,0.3297,0.138,0.5861,0.0016,0.8486,0.0603,0.1522,0.0013,1
1.02,-0.5095,0.6018,0.1567,0.5844,0.0041,0.8509,0.0622,0.1533,0.0062,1
1.04,-0.6089,0.9704,0.0166,0.5822,0.0051,0.8499,0.0605,0.1528,0.0,1
1.06,-0.2293,0.3299,0.1105,0.5839,-0.0006,0.8507,0.0624,0.1517,0.0,1
1.08,0.0092,-0.6517,0.458,0.5861,-0.0027,0.8532,0.062,0.1513,0.0,1
1.1,-0.1686,-0.524,0.5898,0.5851,-0.0006,0.8523,0.062,0.1517,0.0,1
1.12,-0.1197,-0.1711,0.5184,0.5829,0.0008,0.8478,0.0615,0.152,0.0,1
1.14,-0.0789,0.0559,0.2432,0.5828,0.0037,0.8455,0.0585,0.1502,0.0,1
1.16,-0.1702,0.3293,0.1965,0.5787,0.0025,0.8501,0.0599,0.1492,0.0,1
1.18,-0.3119,-0.1677,0.3198,0.5816,0.0042,0.8538,0.0608,0.1511,0.0,1
1.2,-0.2286,-0.181,0.282,0.588,0.003,0.8498,0.0624,0.1523,0.0,1
1.22,-0.1747,0.3748,0.0381,0.588,0.0064,0.8487,0.06,0.1516,0.0,1
1.24,-0.1578,0.2566,-0.1688,0.5897,0.0018,0.8464,0.0611,0.1534,0.0,1
1.26,-0.0125,-0.4689,0.0951,0.5871,0.0027,0.853,0.0603,0.152,0.0,1
1.28,-0.1839,-0.2917,0.1532,0.5841,-0.0012,0.8497,0.0633,0.1499,0.0,1
1.3,0.0514,-1.0712,0.0774,0.5872,-0.0034,0.8438,0.0634,0.1499,0.0001,1
1.32,-0.2607,-1.263,0.0343,0.588,-0.0047,0.8517,0.061,0.1529,0.0,1
1.34,-0.2029,-0.4762,-0.1071,0.5947,-0.0023,0.8477,0.0595,0.1521,0.0051,1
1.36,0.0267,0.1859,-0.3344,0.5848,0.0064,0.8489,0.0604,0.1526,0.0,1
1.38,-0.0471,-0.213,0.0086,0.5873,0.002,0.8529,0.0637,0.1525,0.0,1
1.4,0.1163,-0.6028,0.2128,0.5843,-0.0002,0.8522,0.0588,0.1507,0.0058,1
1.42,0.1978,-0.4442,0.115,0.5856,0.003,0.8486,0.0602,0.1505,0.0,1
1.44,-0.1181,0.1239,0.1482,0.5833,0.0016,0.8536,0.0612,0.1527,0.0535,1
1.46,-0.4454,0.5515,0.0854,0.5839,0.005,0.8526,0.0624,0.1532,0.0416,1
1.48,-0.0373,0.3656,0.2804,0.5866,0.0057,0.8479,0.0606,0.1538,0.0628,1
1.5,-0.1992,0.7274,0.2371,0.583,0.0009,0.8514,0.0643,0.1524,0.0573,1
1.52,-0.4912,1.0798,0.0913,0.5828,0.0021,0.8518,0.0617,0.1508,0.0753,1
1.54,-0.4562,0.643,0.0765,0.5855,-0.0003,0.8518,0.0599,0.1523,0.0877,1
1.56,-0.4063,0.8282,0.2283,0.588,0.002,0.857,0.0609,0.1495,0.071,1
1.58,-0.3747,1.3886,-0.1443,0.587,0.0031,0.8532,0.0649,0.1538,0.0654,1
1.6,-0.4066,1.1852,-0.0169,0.5872,0.0077,0.8522,0.0633,0.1517,0.0828,1
1.62,-0.1868,0.5053,0.3597,0.5847,-0.0018,0.85,0.0622,0.1523,0.0675,1
1.64,-0.4543,0.5966,0.3058,0.587,-0.0025,0.8521,0.0611,0.1522,0.071,1
1.66,-0.4171,1.3411,0.1741,0.5888,-0.0022,0.8522,0.0607,0.1513,0.0809,1
