time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.2214,1.3269,0.2381,0.5558,-0.0398,0.8636,0.0787,0.1566,0.1519,1
0.04,-0.2839,0.5189,0.296,0.5571,-0.0367,0.8626,0.075,0.1582,0.1555,1
0.06,-0.1656,-0.0555,0.4537,0.5596,-0.0287,0.8664,0.0765,0.1578,0.1655,1
0.08,-0.2879,-0.4121,0.3749,0.5604,-0.0337,0.8622,0.0777,0.1591,0.1429,1
0.1,-0.2493,-0.436,0.3342,0.5606,-0.0392,0.8623,0.0773,0.1578,0.1473,1
0.12,-0.3657,-0.1378,0.4347,0.5623,-0.0372,0.8628,0.0786,0.1562,0.155,1
0.14,-0.5369,0.0452,0.5433,0.5632,-0.0345,0.8626,0.0795,0.1563,0.1485,1
0.16,-0.4034,0.1517,0.5542,0.5626,-0.0389,0.8627,0.0776,0.1563,0.1483,1
0.18,-0.2361,0.7186,0.5319,0.5648,-0.0446,0.8591,0.0781,0.1554,0.1621,1
0.2,-0.4116,0.4912,0.4877,0.5628,-0.0421,0.8623,0.0786,0.1569,0.169,1
0.22,-0.6312,-0.3535,0.3079,0.5616,-0.0356,0.8614,0.0757,0.1552,0.1392,1
0.24,-0.5874,-0.3642,0.5544,0.564,-0.0374,0.8588,0.0773,0.1554,0.1108,1
0.26,-0.4801,-0.3586,0.5494,0.5646,-0.0396,0.8597,0.0756,0.1552,0.1252,1
0.28,-0.3148,0.1117,0.5248,0.5598,-0.0468,0.8612,0.0781,0.1549,0.1444,1
0.3,-0.1671,0.2137,0.4994,0.558,-0.0464,0.8603,0.079,0.1577,0.1505,1
0.32,-0.0955,0.1632,0.6177,0.5617,-0.0381,0.8615,0.0794,0.1592,0.1545,1
0.34,-0.2108,0.2793,0.7433,0.5624,-0.0357,0.865,0.0801,0.1578,0.1542,1
0.36,-0.3432,0.3638,0.6679,0.5572,-0.0433,0.8656,0.0788,0.1569,0.1422,1
0.38,-0.0689,0.3427,0.6177,0.5589,-0.0392,0.8634,0.0771,0.157,0.1273,1
0.4,-0.4,-0.0829,0.3713,0.5621,-0.0078,0.8596,0.0779,0.1544,0.0515,1
0.42,-0.8583,-0.3574,0.4191,0.5601,-0.0064,0.8656,0.0743,0.1559,0.0644,1
0.44,-0.3264,0.2805,0.5357,0.5598,-0.0137,0.8623,0.0751,0.155,0.0743,1
0.46,-0.1342,0.5006,0.2878,0.5609,-0.0095,0.8613,0.0753,0.1551,0.0555,1
0.48,-0.0826,0.6494,-0.0298,0.5592,-0.0058,0.8628,0.0777,0.1547,0.0556,1
0.5,0.1873,0.2489,0.0443,0.5567,-0.0073,0.8653,0.0773,0.1537,0.0571,1
0.52,0.493,-0.2235,0.4206,0.5572,-0.0106,0.8662,0.0759,0.1539,0.0569,1
0.54,0.3994,-0.1333,0.6778,0.5595,-0.01,0.8655,0.0759,0.1549,0.0688,1
0.56,-0.0742,0.2524,0.5527,0.5587,-0.0072,0.8645,0.075,0.1548,0.0804,1
0.58,-0.2753,0.4342,0.0646,0.5549,-0.0141,0.861,0.0753,0.1563,0.0581,1
0.6,-0.1835,-0.1609,-0.5028,0.5515,-0.023,0.8622,0.0722,0.1547,0.071,1
0.62,-0.483,0.0259,-0.2994,0.5566,-0.0188,0.8649,0.0777,0.1532,0.0504,1
