time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.1845,0.8271,0.7846,0.9069,0.0014,0.2606,0.0675,0.1565,0.0,0
0.04,-0.3949,0.4841,0.3565,0.9336,0.0003,0.3212,0.0683,0.1557,0.0076,0
0.06,-0.5275,-0.536,0.245,0.935,0.0003,0.3017,0.0665,0.1568,0.0014,0
0.08,-0.5647,-0.0082,-0.0126,0.944,0.0003,0.3408,0.0691,0.1568,0.0045,0
0.1,-0.4465,0.5682,0.2701,0.9451,-0.0032,0.3704,0.0685,0.1568,0.0117,0
0.12,-0.4158,0.4747,0.7199,0.9446,-0.0076,0.352,0.0686,0.1565,0.0096,0
0.14,-0.5874,0.3012,0.616,0.9498,-0.0078,0.3208,0.0717,0.1557,0.0035,0
0.16,-0.5342,0.4556,0.1433,0.9453,-0.0045,0.3241,0.0684,0.1561,0.0113,0
0.18,0.3526,-0.4016,-0.044,0.9471,-0.0052,0.3369,0.0691,0.1561,0.0,0
0.2,-0.3403,-0.3276,0.1797,0.9145,0.0038,0.3451,0.0664,0.1567,0.0027,0
0.22,-0.6085,-0.1255,-0.0099,0.9222,0.0054,0.2744,0.0679,0.1567,0.0007,0
0.24,-0.7651,-0.284,0.1023,0.937,0.0006,0.2984,0.0667,0.1573,0.0,0
0.26,-0.5709,-0.3254,0.2082,0.9386,-0.0078,0.3298,0.065,0.1568,0.0,0
0.28,-0.0662,-0.3089,0.3133,0.9415,-0.0086,0.3202,0.0653,0.1562,0.0,0
0.3,0.0346,-0.4164,0.5444,0.9535,-0.0027,0.2958,0.0668,0.157,0.0,0
0.32,-0.8453,-0.3877,0.6837,0.9492,-0.0064,0.2876,0.0664,0.1587,0.0,0
0.34,-0.7389,-0.1701,0.4147,0.9157,0.0003,0.2812,0.067,0.1568,0.0,0
0.36,-0.297,0.2077,0.011,0.9184,0.0059,0.2973,0.0661,0.1561,0.0,0
0.38,-0.3206,-0.8149,0.0178,0.9301,0.0013,0.3427,0.0663,0.1575,0.0012,0
0.4,-0.0824,-1.2174,0.0497,0.9316,-0.0025,0.3888,0.0664,0.1567,0.0057,0
0.42,0.0644,-0.8901,0.3943,0.9403,-0.0076,0.3708,0.0667,0.1561,0.0048,0
0.44,-0.0281,-0.282,0.7586,0.9492,-0.0114,0.3398,0.0676,0.1563,0.0106,0
0.46,-0.0503,-0.025,0.7467,0.9454,-0.0091,0.3396,0.0678,0.1569,0.0167,0
0.48,0.2819,-0.4311,0.4497,0.9356,-0.0021,0.3258,0.065,0.157,0.0007,0
0.5,0.3189,-0.4083,0.1122,0.9293,0.0026,0.3254,0.0622,0.1547,0.0002,0
0.52,0.5772,-0.9569,0.4984,0.9326,-0.0095,0.3099,0.0698,0.1556,0.01,0
0.54,-0.0384,-0.4657,0.7965,0.9382,-0.0074,0.3453,0.0677,0.1567,0.0095,0
0.56,-0.1712,0.0595,0.9414,0.948,0.0003,0.3513,0.0668,0.1573,0.0044,0
0.58,0.283,0.3276,0.5168,0.9372,-0.0026,0.3301,0.0665,0.1569,0.0,0
0.6,0.2905,0.5727,0.0408,0.9155,-0.0083,0.3293,0.0644,0.1565,0.0,0
0.62,-0.2817,0.793,0.1112,0.9118,-0.0039,0.363,0.0632,0.1563,0.003,0
0.64,-0.268,0.5373,0.4881,0.9321,0.0054,0.3807,0.0671,0.1553,0.0,0
0.66,-0.1166,-0.1377,0.3126,0.9284,-0.0051,0.3368,0.0669,0.1573,0.0,0
0.68,-1.035,0.7708,-0.6875,0.9342,-0.0057,0.3565,0.0672,0.1577,0.018,0
0.7,-0.6765,0.4994,-0.5366,0.9415,-0.0058,0.3794,0.0679,0.1572,0.0153,0
0.72,-0.6826,-0.099,-0.5182,0.9446,-0.0088,0.3397,0.0666,0.1578,0.0069,0
0.74,-0.6934,0.0666,-0.515,0.9371,-0.0041,0.3244,0.0659,0.1571,0.0084,0
0.76,-0.3332,0.3346,-0.4242,0.94,-0.0003,0.313,0.0647,0.1566,0.0125,0
0.78,-0.131,0.1615,-0.1765,0.9472,-0.0039,0.2868,0.0636,0.1568,0.0068,0
0.8,-0.7498,0.2136,0.1043,0.9331,-0.0078,0.2859,0.0653,0.1559,0.0,0
0.82,-0.824,0.7611,-0.4663,0.9516,-0.0097,0.2706,0.0655,0.1561,0.0052,0
0.84,-1.3612,0.3223,-0.1429,0.9342,0.0,0.3335,0.0669,0.1557,0.0037,0
0.86,-0.4225,0.0934,0.1045,0.9425,-0.0024,0.3224,0.0675,0.157,0.0,0
0.88,-0.1598,0.407,-0.0662,0.9477,-0.0019,0.3198,0.0677,0.1554,0.0022,0
0.9,-0.2858,0.3915,0.116,0.9421,-0.0066,0.3074,0.0688,0.1555,0.0055,0
0.92,-0.2262,0.0675,0.2081,0.9349,-0.0072,0.3253,0.0686,0.1559,0.0034,0
0.94,0.0746,-0.0129,0.0108,0.9342,-0.0011,0.365,0.0667,0.1555,0.0,0
0.96,0.2251,0.3029,-0.0183,0.9408,-0.0011,0.3545,0.0655,0.1558,0.0018,0
0.98,0.1308,0.2239,-0.3596,0.9555,-0.0081,0.3151,0.0659,0.1531,0.0085,0
1.0,0.1675,-0.0279,0.222,0.93,-0.0126,0.3431,0.0713,0.1529,0.0,0
1.02,0.5517,-0.3517,0.4356,0.9287,-0.0027,0.303,0.0677,0.154,0.0,0
1.04,0.1483,-0.3701,0.0908,0.9483,-0.0036,0.3363,0.0706,0.1541,0.0,0
1.06,0.2302,-0.2755,-0.334,0.939,-0.002,0.3359,0.0712,0.1544,0.0,0
1.08,0.372,-0.3838,-0.3319,0.9293,-0.0019,0.3271,0.0716,0.1553,0.0015,0
1.1,0.0483,-0.4483,0.1784,0.9442,-0.002,0.3351,0.0725,0.1557,0.0037,0
1.12,-0.2567,-0.0847,0.7163,0.952,0.0045,0.3229,0.0701,0.1548,0.0007,0
1.14,0.1117,0.0451,0.5959,0.9099,-0.0001,0.2971,0.0699,0.1555,0.0,0
1.16,-0.0906,0.2033,0.5978,0.9638,-0.0092,0.3089,0.0677,0.1578,0.0,0
