time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.0115,-1.3212,0.3138,0.9285,-0.0001,0.253,0.057,0.1321,0.0028,0
0.04,0.2525,-1.3788,0.0355,0.9351,-0.0111,0.2632,0.0573,0.1344,0.0,0
0.06,0.1131,0.0151,0.0798,0.94,-0.0066,0.3463,0.0567,0.135,0.0,0
0.08,-0.166,0.8826,0.415,0.9398,-0.0069,0.3175,0.0583,0.1338,0.0,0
0.1,-0.0828,0.4963,0.6804,0.9297,-0.0035,0.2547,0.0616,0.1329,0.0,0
0.12,0.1445,-0.4963,0.4564,0.9244,-0.0011,0.2495,0.063,0.1329,0.0,0
0.14,0.0511,-0.7464,-0.0632,0.9345,-0.0095,0.3013,0.061,0.133,0.0,0
0.16,-0.0664,0.4576,0.1833,0.935,-0.016,0.3305,0.0606,0.133,0.0,0
0.18,0.2248,0.2008,-0.0619,0.9385,0.0019,0.3055,0.0618,0.1327,0.0,0
0.2,-0.3231,0.8549,0.3765,0.9286,-0.0018,0.2892,0.063,0.1336,0.0,0
0.22,-0.3464,0.7458,0.3204,0.934,-0.0082,0.2767,0.0618,0.1332,0.0,0
0.24,-0.2165,0.8051,0.0866,0.9408,-0.0148,0.3386,0.06,0.1321,0.0,0
0.26,-0.4214,0.2902,0.0592,0.9384,-0.0162,0.3669,0.0601,0.132,0.0,0
0.28,-0.7861,-0.6877,0.1835,0.9336,-0.0109,0.3364,0.0606,0.1332,0.0,0
0.3,-0.6955,-0.5148,0.0641,0.9402,-0.0053,0.3517,0.0584,0.134,0.0,0
0.32,-0.5941,0.2184,-0.2343,0.9403,-0.0088,0.2588,0.0629,0.1341,0.0,0
0.34,-0.3554,-0.7018,0.1976,0.9405,-0.0145,0.2915,0.0621,0.1329,0.0,0
0.36,-0.5236,0.5312,-0.1279,0.9484,-0.0128,0.3265,0.0604,0.1324,0.0084,0
0.38,-0.267,1.007,0.0793,0.93,-0.0133,0.3327,0.0606,0.1326,0.0043,0
0.4,0.2064,0.7379,0.3667,0.932,-0.0132,0.3256,0.0617,0.1331,0.003,0
0.42,0.2335,0.3202,0.5162,0.9492,-0.0141,0.3328,0.0614,0.1335,0.0006,0
0.44,-0.1542,-0.1043,0.7334,0.9423,-0.0159,0.3377,0.0601,0.1335,0.0,0
0.46,0.2833,-0.823,0.9964,0.918,-0.008,0.271,0.062,0.1339,0.0,0
0.48,0.3296,-0.8251,0.8974,0.9344,-0.0014,0.2855,0.0608,0.1337,0.0016,0
0.5,0.3566,-0.1231,0.5745,0.9462,-0.0004,0.3419,0.0619,0.1328,0.0,0
0.52,0.2469,0.7744,0.6172,0.9233,-0.0159,0.3669,0.0617,0.1327,0.0,0
0.54,0.1648,0.5948,0.6021,0.9149,-0.0148,0.3366,0.0592,0.1332,0.0,0
0.56,0.3023,0.4713,0.4574,0.9242,-0.0091,0.3089,0.0576,0.1338,0.0,0
0.58,0.4981,0.6859,0.3798,0.9349,-0.0106,0.2946,0.0578,0.1337,0.0003,0
0.6,0.3465,0.1729,0.5262,0.9373,-0.009,0.2544,0.0586,0.1329,0.0058,0
0.62,-0.067,0.6028,0.6913,0.9238,-0.0082,0.2803,0.0654,0.133,0.0,0
0.64,-0.4781,0.5682,-0.0511,0.9286,-0.0097,0.2798,0.0627,0.1339,0.0059,0
0.66,-0.4688,0.6069,-0.1108,0.9325,0.0007,0.3326,0.0614,0.1334,0.0057,0
0.68,-0.0945,-0.3077,-0.176,0.932,-0.0099,0.2949,0.0602,0.1339,0.0,0
0.7,-0.1947,-0.6577,0.1993,0.9256,-0.0106,0.2928,0.0594,0.134,0.0,0
0.72,-0.3778,-0.1308,0.7939,0.922,-0.0042,0.3201,0.0599,0.134,0.0,0
0.74,-0.0625,0.3024,0.9372,0.922,-0.009,0.3127,0.0607,0.1344,0.0,0
0.76,0.0188,0.1149,0.4836,0.9068,-0.0121,0.3284,0.0581,0.1336,0.0001,0
0.78,-0.2647,1.6408,0.298,0.8994,-0.016,0.3005,0.06,0.1336,0.0,0
0.8,-0.5443,0.5043,0.1766,0.917,-0.0159,0.2732,0.0575,0.1331,0.0097,0
0.82,0.373,-0.6285,0.5956,0.9208,-0.0212,0.28,0.0588,0.1329,0.0091,0
0.84,0.648,-0.7337,0.7788,0.93,-0.0223,0.2976,0.0601,0.1326,0.0,0
