time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.8149,3.3862,0.9227,0.832,0.0082,0.5184,0.0545,0.1279,0.0959,0
0.04,-0.7516,3.3143,0.2144,0.795,0.0187,0.529,0.0553,0.1277,0.0834,0
0.06,0.6581,5.8446,0.2865,0.8299,0.0125,0.5115,0.0533,0.1262,0.0945,0
0.08,0.6291,4.9042,0.7127,0.8232,0.0079,0.5185,0.0603,0.1267,0.0958,0
0.1,0.3092,3.0277,0.5398,0.8085,0.0087,0.5075,0.0465,0.1269,0.0944,0
0.12,-0.253,6.4502,-0.0298,0.8235,0.0094,0.5048,0.049,0.1275,0.0867,0
0.14,-0.4,11.8944,-0.2512,0.8403,0.0077,0.5166,0.0562,0.1249,0.0851,0
0.16,-0.3169,11.6343,0.0694,0.8119,0.0082,0.5369,0.0523,0.1268,0.082,0
0.18,-0.1429,6.2526,0.2066,0.8106,0.0153,0.5389,0.043,0.1265,0.0822,0
0.2,-0.0745,0.6783,0.4487,0.8016,0.0124,0.5482,0.0441,0.1249,0.0952,0
0.22,-0.2407,0.6952,0.0645,0.8087,0.016,0.5593,0.0603,0.1248,0.0947,0
0.24,-0.5469,2.5403,-0.0383,0.8136,0.0114,0.5361,0.0457,0.1252,0.0858,0
0.26,0.2573,-0.3213,0.795,0.7956,0.0092,0.5321,0.0608,0.1265,0.0855,0
0.28,-0.3228,0.8803,0.8972,0.7852,0.0184,0.5246,0.053,0.1257,0.0847,0
0.3,-0.8817,-0.222,0.7519,0.8112,0.0129,0.5447,0.0565,0.1265,0.0736,0
0.32,-1.3081,-0.0862,0.4892,0.8146,0.0065,0.5477,0.0476,0.1264,0.0913,0
0.34,-0.0183,1.8372,0.1842,0.8112,0.0019,0.4984,0.0602,0.1243,0.0962,0
0.36,0.4866,2.0056,-0.0128,0.8056,0.0019,0.5019,0.0636,0.1244,0.0918,0
0.38,0.2656,1.2712,0.6396,0.7943,0.0046,0.5384,0.0626,0.1255,0.1006,0
0.4,0.1143,-0.7658,1.4284,0.7979,0.0158,0.5475,0.0544,0.1268,0.0862,0
0.42,0.0033,-1.1963,1.4828,0.8149,0.0168,0.5379,0.0531,0.1272,0.0811,0
0.44,-0.2941,-0.3614,0.9627,0.8162,0.0239,0.5342,0.0501,0.125,0.0864,0
0.46,0.5238,0.6731,0.4948,0.8163,0.0197,0.5399,0.0611,0.1259,0.0877,0
0.48,0.4125,0.4906,0.6425,0.7978,0.0099,0.5497,0.0668,0.1266,0.0793,0
0.5,0.0234,0.9581,1.0432,0.8082,0.0213,0.5556,0.0555,0.1234,0.0878,0
0.52,0.504,-0.1479,0.7344,0.8207,0.0009,0.5796,0.0471,0.1272,0.079,0
0.54,-0.3216,-0.468,0.3865,0.8046,0.0109,0.5519,0.0747,0.1284,0.0909,0
0.56,-0.1902,0.2349,1.1101,0.8199,0.0094,0.5568,0.0916,0.1267,0.0776,0
0.58,-1.2557,-0.7634,2.4082,0.7899,0.0121,0.5594,0.0909,0.1244,0.1179,0
0.6,-4.3575,-4.203,4.2038,0.775,0.0098,0.5275,0.0867,0.1252,0.0932,0
0.62,-5.663,-4.627,5.6362,0.7893,0.0096,0.5254,0.0873,0.1234,0.0787,0
0.64,-4.0545,-5.6828,6.8766,0.8063,0.0083,0.5182,0.0882,0.1239,0.1013,0
0.66,-1.741,-5.2149,4.8641,0.8096,-0.0031,0.5229,0.0821,0.1254,0.0912,0
0.68,-0.898,-2.6544,2.0142,0.8461,-0.0051,0.5374,0.0887,0.1251,0.0691,0
0.7,-1.2438,-0.9465,0.8413,0.8471,-0.007,0.5223,0.0803,0.1253,0.0844,0
0.72,-0.8437,0.2071,-0.3858,0.8356,0.0013,0.4992,0.0803,0.127,0.0779,0
0.74,-0.0311,-1.3293,1.4605,0.8103,0.0082,0.5529,0.0821,0.1249,0.0757,0
0.76,-1.8144,-0.3047,1.9429,0.8177,0.0066,0.5709,0.1045,0.1254,0.1142,0
0.78,-3.2432,-0.0019,1.0093,0.8628,0.003,0.5197,0.092,0.1269,0.0772,0
0.8,0.2105,-2.3994,0.9197,0.7842,-0.0077,0.5277,0.0805,0.1232,0.102,0
0.82,-0.0412,-0.5197,0.584,0.7982,0.0086,0.5595,0.0821,0.1239,0.0732,0
0.84,-0.4073,0.6187,-0.0988,0.805,-0.0191,0.5355,0.0901,0.1256,0.0834,0
0.86,1.0957,-0.1488,-0.4787,0.8173,-0.0199,0.5527,0.0992,0.1253,0.0908,0
0.88,2.5201,-2.0297,-0.1076,0.8171,-0.0085,0.5384,0.0945,0.1251,0.0841,0
