time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.2412,-0.8137,-0.6409,0.9107,-0.009,0.3076,0.0841,0.1448,0.0,0
0.04,0.8855,-0.8521,1.9186,0.941,-0.0146,0.2442,0.0821,0.1448,0.0078,0
0.06,0.7741,-1.7438,2.6649,0.9266,-0.0234,0.2746,0.0858,0.146,0.0,0
0.08,0.8141,-2.4886,2.7864,0.9294,-0.0348,0.2815,0.0862,0.1449,0.0,0
0.1,0.6021,-1.81,2.7652,0.9081,-0.0331,0.2509,0.0861,0.145,0.0,0
0.12,0.6388,-2.3738,2.8467,0.9141,-0.0298,0.2815,0.087,0.1448,0.0,0
0.14,0.7483,-1.4103,2.6731,0.9325,-0.0261,0.2666,0.0848,0.1445,0.0,0
0.16,0.7294,-0.4115,2.3206,0.9352,-0.0123,0.2932,0.0828,0.145,0.0027,0
0.18,0.9676,-0.3843,2.1213,0.9415,-0.0188,0.2689,0.0845,0.1463,0.0,0
0.2,1.0368,-0.8278,2.0522,0.9447,-0.0318,0.275,0.0883,0.1464,0.0,0
0.22,0.5965,-1.1898,1.8714,0.9294,-0.0299,0.3246,0.0879,0.1454,0.0,0
0.24,0.1832,-0.8829,1.9067,0.9205,-0.0234,0.3235,0.0857,0.1457,0.0,0
0.26,-0.0535,-0.195,1.7498,0.9368,-0.0242,0.321,0.0857,0.1462,0.0004,0
0.28,-0.4224,-0.3096,0.5961,0.945,-0.0286,0.3381,0.0833,0.1447,0.0,0
0.3,-0.663,-0.7642,0.1383,0.9309,-0.0242,0.3116,0.0842,0.1441,0.0039,0
0.32,-0.881,-0.2245,0.5657,0.9377,-0.0291,0.2533,0.0887,0.1449,0.0,0
0.34,-0.3232,0.7021,0.5214,0.9244,-0.0381,0.2854,0.0887,0.1458,0.0122,0
0.36,-0.1808,0.7926,0.813,0.9061,-0.0346,0.2635,0.0885,0.1441,0.0088,0
0.38,-0.6247,0.3129,0.6718,0.9142,-0.0291,0.2234,0.0885,0.1457,0.0,0
0.4,-0.6293,-0.0403,0.1127,0.9214,-0.0372,0.2703,0.0876,0.1438,0.0,0
0.42,-0.7168,-0.2137,0.0211,0.9488,-0.0275,0.2784,0.0891,0.1456,0.0015,0
0.44,-1.0758,-0.0957,-0.2799,0.9396,-0.0221,0.2683,0.0858,0.1455,0.0,0
0.46,-0.7914,-0.3577,-0.0413,0.9202,-0.0381,0.2917,0.0844,0.1455,0.0078,0
0.48,-0.368,0.6587,0.2057,0.9207,-0.0359,0.2999,0.0827,0.1445,0.0,0
0.5,-0.3649,0.984,0.4067,0.9497,-0.0394,0.2854,0.0815,0.1457,0.0024,0
0.52,-0.5254,0.5792,0.2387,0.9296,-0.0382,0.2687,0.0833,0.1455,0.0,0
0.54,-0.7697,0.4589,-0.0354,0.9221,-0.0348,0.2978,0.0839,0.1454,0.0,0
