time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,0.0221,0.1846,-0.2994,0.8694,0.0019,0.5107,0.0619,0.1272,0.0064,0
0.04,0.1373,0.3364,-0.3313,0.8858,-0.0107,0.5372,0.0738,0.1304,0.009,0
0.06,-0.5384,0.3418,-0.443,0.8504,0.0115,0.4649,0.0643,0.131,0.0,0
0.08,-0.2704,1.0475,-0.5839,0.8605,0.0064,0.5169,0.0668,0.1304,0.0031,0
0.1,-0.0488,1.4531,-0.6138,0.8655,0.0083,0.4956,0.0722,0.1321,0.0,0
0.12,0.0503,0.2344,-0.4111,0.8521,0.0031,0.5045,0.0716,0.136,0.0,0
0.14,-0.689,-0.1318,0.1676,0.8483,0.007,0.5184,0.0673,0.134,0.0,0
0.16,-0.0685,-0.0563,0.2091,0.8651,0.0091,0.4688,0.0837,0.1306,0.0,0
0.18,-0.1946,0.4119,-0.3158,0.8437,0.0078,0.4927,0.0666,0.1297,0.0,0
0.2,-0.2286,0.4705,0.0987,0.8638,0.0086,0.5311,0.0689,0.132,0.0,0
0.22,-0.7934,0.226,0.1008,0.851,0.0119,0.5097,0.0827,0.1288,0.0,0
0.24,-0.871,-0.287,-0.0661,0.848,0.01,0.4817,0.0719,0.1297,0.0126,0
0.26,-0.95,0.5257,-0.0433,0.8669,0.0067,0.4882,0.0729,0.1286,0.0091,0
0.28,-0.2735,0.8946,-0.0494,0.8628,0.0077,0.5027,0.0559,0.1313,0.0,0
0.3,-0.0091,0.3987,0.1819,0.8505,0.0051,0.4984,0.0607,0.1341,0.0,0
0.32,0.4201,0.6738,0.0472,0.847,0.0028,0.4942,0.0604,0.1342,0.0,0
0.34,1.4941,0.0911,0.2777,0.8473,0.0005,0.5114,0.0559,0.133,0.0094,0
0.36,1.5594,0.0411,0.6606,0.8575,0.011,0.55,0.0637,0.1313,0.0075,0
0.38,0.8217,0.4226,0.4563,0.8603,0.0159,0.5212,0.0644,0.1312,0.0169,0
0.4,0.5986,0.0225,0.6545,0.8688,0.0197,0.4991,0.0567,0.1301,0.0023,0
0.42,-0.2691,-0.0844,0.8644,0.8709,0.02,0.5159,0.059,0.1309,0.0133,0
0.44,-0.7549,0.1194,0.624,0.8648,0.0164,0.5081,0.0585,0.1299,0.0111,0
