time,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,fsr_left,fsr_right,fsr_spine,label
0.02,-0.168,-0.2392,-0.0125,0.9211,-0.003,0.3247,0.0734,0.1507,0.0069,0
0.04,0.7736,-0.4156,0.6469,0.927,0.0019,0.3186,0.0757,0.1506,0.0162,0
0.06,0.1961,-1.103,0.7664,0.9316,0.0076,0.3676,0.0774,0.1503,0.0057,0
0.08,0.152,0.4728,0.2541,0.9386,0.0125,0.2912,0.0775,0.1513,0.0094,0
0.1,-0.12,0.8542,0.198,0.9133,0.0021,0.2874,0.0695,0.1522,0.0121,0
0.12,-0.1447,0.3164,0.107,0.9203,0.0064,0.2986,0.0754,0.1515,0.0062,0
0.14,-0.5296,-0.5446,0.0551,0.9289,0.01,0.3387,0.0747,0.1522,0.0002,0
0.16,-0.4705,0.0818,-0.1658,0.9298,0.0071,0.3297,0.0749,0.1495,0.0007,0
0.18,0.2232,0.07,-0.0293,0.8998,0.009,0.2881,0.0744,0.1519,0.0102,0
0.2,-0.1936,0.6554,-0.4466,0.9145,0.0042,0.3141,0.0781,0.1525,0.006,0
0.22,-0.7621,0.7539,-0.284,0.9301,-0.0009,0.3697,0.075,0.1499,0.0249,0
0.24,-0.4709,0.8165,-0.5539,0.9016,0.0039,0.2601,0.0755,0.152,0.0094,0
0.26,-0.3664,-0.2275,-0.4346,0.9082,-0.0,0.3242,0.0766,0.1518,0.0111,0
0.28,-0.4019,0.1154,0.157,0.9163,0.0034,0.2541,0.0753,0.15,0.0062,0
0.3,0.0007,-0.2188,0.4459,0.9354,0.0049,0.2312,0.0758,0.152,0.005,0
0.32,-0.1712,0.1128,0.2184,0.9215,0.0067,0.2828,0.074,0.1499,0.0,0
0.34,0.0594,0.8327,0.0949,0.923,0.0043,0.3404,0.0703,0.1499,0.0,0
0.36,0.1843,0.4213,0.5167,0.9247,-0.0028,0.2988,0.0704,0.1498,0.0,0
0.38,-0.2387,-0.7747,0.6312,0.9104,0.0008,0.3051,0.0706,0.1496,0.0056,0
0.4,0.1035,-0.0689,0.4118,0.9417,-0.0085,0.2883,0.0733,0.149,0.0006,0
0.42,-0.293,0.756,0.1333,0.9359,-0.0038,0.3171,0.0735,0.1493,0.0086,0
0.44,-0.7733,-0.7537,-0.2072,0.9201,0.0054,0.3505,0.0704,0.1508,0.0093,0
0.46,0.039,-1.6699,0.393,0.9076,0.0132,0.3019,0.0769,0.1501,0.0092,0
0.48,0.2559,-0.1924,0.9443,0.9207,-0.0141,0.2845,0.0709,0.1503,0.0136,0
0.5,-0.1489,-0.8827,0.7437,0.9252,0.0019,0.2991,0.075,0.151,0.0157,0
0.52,0.4635,-1.0152,1.0848,0.907,0.0062,0.3036,0.073,0.1517,0.0016,0
0.54,0.7449,0.1626,1.1545,0.9201,0.008,0.3484,0.0714,0.1496,0.0066,0
0.56,0.2643,0.5936,1.7701,0.905,0.0082,0.2952,0.0697,0.15,0.012,0
0.58,0.0018,0.1195,1.8245,0.914,0.0059,0.2817,0.0708,0.15,0.013,0
0.6,0.1828,-0.3191,2.0615,0.9093,-0.0016,0.3013,0.0725,0.1499,0.0062,0
0.62,0.2228,-0.1528,2.1651,0.9141,0.0097,0.3,0.0732,0.15,0.0004,0
0.64,0.2336,-0.3329,1.623,0.915,0.0082,0.3401,0.0723,0.1498,0.0051,0
0.66,-0.5856,0.025,0.6101,0.9299,0.0006,0.3052,0.0759,0.1494,0.0069,0
0.68,0.1562,0.9536,0.506,0.939,-0.0019,0.3077,0.0718,0.1515,0.0,0
0.7,-0.0539,0.484,0.7952,0.9099,-0.0007,0.3408,0.0738,0.1512,0.017,0
0.72,-0.6979,-0.2713,0.8018,0.9231,0.011,0.2748,0.072,0.15,0.0157,0
0.74,-0.4919,0.56,0.7683,0.9259,0.0116,0.2635,0.0694,0.1495,0.0111,0
0.76,-0.2023,1.0029,0.8958,0.9249,-0.003,0.3573,0.0707,0.1498,0.019,0
0.78,-0.2883,0.695,0.8027,0.9261,-0.0005,0.3093,0.0705,0.1501,0.0128,0
0.8,-0.4722,0.0992,0.5441,0.9214,0.001,0.3126,0.0718,0.15,0.0042,0
0.82,-0.3437,0.1423,0.4536,0.9295,0.0017,0.3368,0.0727,0.15,0.0095,0
0.84,-0.4357,0.0464,-0.0871,0.9357,0.018,0.302,0.0721,0.1494,0.0039,0
0.86,-0.28,0.2591,-0.227,0.9018,0.0044,0.306,0.0699,0.1496,0.0052,0
0.88,-0.4128,-0.1709,0.4126,0.9231,0.0036,0.3209,0.0687,0.1502,0.009,0
0.9,-0.0811,-0.311,0.6211,0.9207,0.0087,0.3827,0.0715,0.1505,0.012,0
0.92,-0.8005,-0.1144,1.1607,0.9278,-0.0031,0.3318,0.0692,0.1506,0.0002,0
0.94,-0.1163,-0.2097,0.7347,0.9126,0.0042,0.3369,0.0729,0.1491,0.0161,0
0.96,0.0511,0.1105,0.2426,0.9251,-0.0014,0.3506,0.0734,0.1491,0.0051,0
0.98,-0.0998,-1.0075,0.1361,0.9092,-0.004,0.3429,0.0731,0.1492,0.0005,0
1.0,-0.1318,-0.3878,0.8374,0.9045,0.0036,0.3118,0.0731,0.1495,0.0085,0
1.02,0.3857,0.0823,1.0867,0.938,0.0024,0.3427,0.0719,0.1503,0.0091,0
1.04,-0.2773,-0.3362,0.7604,0.9384,-0.0049,0.3318,0.0711,0.1501,0.0095,0
1.06,-0.1708,-0.1433,0.4763,0.9217,0.0012,0.3136,0.0703,0.15,0.0052,0
1.08,0.7091,-0.9547,0.6481,0.9082,-0.0061,0.3186,0.0727,0.1497,0.01,0
1.1,0.4185,-0.1979,0.7302,0.8998,-0.0065,0.2589,0.0743,0.1496,0.0113,0
1.12,-0.1236,0.9923,0.9981,0.9123,0.0011,0.2624,0.0731,0.1496,0.0186,0
1.14,0.6177,0.5489,0.2805,0.9219,-0.0001,0.3561,0.0729,0.1506,0.0081,0
1.16,-0.1016,0.7875,0.2766,0.9207,0.001,0.3125,0.0715,0.1495,0.0104,0
1.18,-0.3636,0.8628,0.6526,0.9193,-0.0013,0.2938,0.0728,0.1478,0.0069,0
1.2,-0.2384,0.4936,0.0972,0.9314,-0.0001,0.3231,0.0712,0.1495,0.0023,0
1.22,-0.3878,0.6842,-0.1652,0.9261,0.0035,0.299,0.071,0.1496,0.0088,0
1.24,-0.3349,-0.1073,0.0105,0.9334,0.0024,0.2549,0.0702,0.1497,0.0083,0
1.26,-0.4099,-0.4753,-0.2562,0.9241,-0.0015,0.3034,0.0725,0.1495,0.0121,0
1.28,-0.4763,-0.3626,-0.5323,0.912,-0.002,0.3221,0.0735,0.1499,0.0133,0
1.3,-0.5264,0.2651,-0.1012,0.9124,-0.0051,0.3596,0.0702,0.1499,0.0087,0
1.32,-1.3571,1.2217,-0.1234,0.941,-0.0,0.3297,0.0672,0.1493,0.0,0
1.34,-1.1633,-0.0339,-0.1527,0.9044,0.0165,0.3177,0.077,0.1497,0.0147,0
1.36,-0.5654,-0.23,0.1684,0.9294,0.0001,0.3315,0.0723,0.1499,0.001,0
1.38,-0.0189,0.4176,0.3744,0.926,-0.0004,0.3119,0.0793,0.1474,0.0119,0
1.4,-0.48,0.2081,0.6543,0.9185,-0.0055,0.3372,0.0727,0.1493,0.0124,0
1.42,-0.4081,0.6837,0.2772,0.9108,0.0043,0.2774,0.0768,0.1483,0.0109,0
1.44,0.0707,0.3544,-0.0365,0.921,0.0046,0.2746,0.0768,0.1472,0.0068,0
1.46,-0.4315,-0.3467,-0.0122,0.9178,0.008,0.3071,0.0735,0.1475,0.0046,0
1.48,-0.0875,-0.6504,0.1945,0.914,0.0104,0.286,0.0751,0.1467,0.0043,0
1.5,-0.1592,0.0107,-0.1404,0.9099,-0.0011,0.2972,0.0779,0.1471,0.006,0
1.52,-0.0092,0.2741,-0.6303,0.9178,0.0094,0.2632,0.0768,0.1482,0.0018,0
1.54,0.1376,-0.1836,0.1549,0.9225,0.0187,0.3054,0.0781,0.1482,0.0032,0
1.56,-0.0947,0.703,1.0709,0.9232,0.0042,0.3844,0.079,0.1478,0.0009,0
1.58,-0.4618,0.4666,0.5182,0.8997,-0.0004,0.2892,0.0759,0.1476,0.0167,0
1.6,0.0884,0.0251,0.6035,0.9243,-0.0012,0.2907,0.0746,0.1494,0.0133,0
1.62,-0.3073,-0.278,0.5317,0.9348,0.008,0.3376,0.0778,0.1502,0.0065,0
1.64,0.0229,-0.5473,0.647,0.9291,0.0051,0.2898,0.0776,0.1493,0.0069,0
1.66,0.5426,-0.5969,0.9926,0.9204,0.0021,0.2996,0.0769,0.1492,0.0213,0
1.68,0.9277,-0.51,0.9584,0.9131,0.0022,0.3042,0.0781,0.1493,0.0143,0
1.7,0.9174,-0.0272,0.9166,0.9204,-0.0011,0.3259,0.0723,0.149,0.0032,0
1.72,-0.3284,0.2804,0.313,0.9268,-0.0018,0.3314,0.0709,0.1503,0.0068,0
1.74,-0.6705,0.666,-0.2167,0.9053,0.0055,0.345,0.0744,0.1502,0.0119,0
1.76,0.0367,-0.3746,0.0226,0.9069,0.0072,0.2846,0.0762,0.1508,0.0175,0
1.78,-0.5132,0.1065,-0.0586,0.9176,0.0001,0.3178,0.0723,0.1491,0.0097,0
1.8,-0.2057,-0.1191,-0.6047,0.895,0.006,0.3539,0.0786,0.1493,0.0,0
1.82,-0.5862,0.8804,0.3394,0.9227,-0.0015,0.3354,0.0789,0.1496,0.006,0
1.84,-0.7884,1.6524,-0.3757,0.9187,-0.0047,0.3442,0.0765,0.1491,0.0036,0
1.86,-0.1052,0.9923,-0.6392,0.922,-0.0034,0.3181,0.0758,0.1489,0.0095,0
1.88,0.0534,-0.4258,-0.562,0.9208,-0.0022,0.297,0.0759,0.1479,0.0154,0
1.9,-0.1294,0.0037,-0.1487,0.9306,-0.0006,0.2976,0.0776,0.1486,0.0111,0
1.92,0.5059,0.1443,0.1521,0.9375,0.0048,0.3063,0.0762,0.1499,0.0048,0
1.94,0.479,0.5467,0.2267,0.9175,0.0039,0.3666,0.0745,0.1505,0.005,0
1.96,0.1566,-0.6765,0.0472,0.8978,0.0001,0.3279,0.0755,0.1502,0.0,0
1.98,0.2719,-0.9421,0.2471,0.9328,0.0059,0.3684,0.0723,0.1505,0.0012,0
2.0,-0.715,-1.1768,0.5593,0.9262,-0.0019,0.3198,0.0806,0.1474,0.001,0
2.02,-0.4367,0.0575,0.3947,0.9138,0.0034,0.323,0.0715,0.1489,0.0,0
2.04,-0.1203,-0.0584,1.2582,0.9179,-0.0009,0.3198,0.0751,0.1502,0.0113,0
2.06,-0.2735,0.1169,0.6794,0.9232,0.0045,0.3805,0.0757,0.1498,0.0062,0
2.08,0.2399,-0.3852,0.1697,0.921,0.0133,0.3363,0.0774,0.1492,0.0088,0
2.1,0.3136,-0.1415,0.442,0.9139,0.0047,0.3034,0.0752,0.1495,0.0063,0
2.12,0.0866,-0.3282,1.2801,0.9147,0.0052,0.3112,0.0756,0.1498,0.0088,0
2.14,0.2986,-0.1547,1.0333,0.9237,-0.0048,0.3263,0.0779,0.15,0.0102,0
2.16,-0.6261,0.7444,0.6691,0.9303,0.0066,0.3622,0.075,0.1493,0.0098,0
2.18,-0.4849,0.8253,0.7177,0.9142,0.0125,0.2795,0.0753,0.1496,0.0119,0
2.2,0.1495,-0.2136,1.2858,0.9041,0.0021,0.2722,0.0781,0.1496,0.0068,0
2.22,0.4552,-0.1813,1.5357,0.9054,-0.0064,0.3135,0.0765,0.1471,0.0055,0
2.24,0.211,-0.7582,1.5372,0.9179,0.0077,0.2914,0.0731,0.1484,0.0068,0
2.26,0.2553,-1.0601,1.2451,0.9165,-0.0046,0.3233,0.0744,0.1483,0.0211,0
2.28,-0.1625,0.0401,1.0757,0.9251,0.0028,0.3228,0.0772,0.1491,0.0,0
2.3,-0.4361,0.1872,1.0883,0.92,-0.0003,0.3389,0.0763,0.1481,0.0056,0
2.32,-0.4451,-0.8007,1.1202,0.9194,-0.006,0.3551,0.0742,0.1491,0.0104,0
2.34,-0.0417,-0.3956,0.9119,0.9189,-0.0057,0.3324,0.074,0.1475,0.0135,0
2.36,-0.0461,0.2682,0.5235,0.9257,-0.005,0.3052,0.0732,0.1475,0.0095,0
2.38,-1.0661,-0.1047,0.4829,0.9189,0.0016,0.35,0.0707,0.1477,0.0105,0
2.4,-1.0668,-0.1321,0.387,0.8916,0.0132,0.3269,0.0741,0.1469,0.008,0
2.42,-1.1756,-0.6594,0.9415,0.9207,-0.0108,0.324,0.0707,0.1474,0.0141,0
2.44,0.0476,0.6392,0.3344,0.9264,-0.0179,0.3136,0.0795,0.1466,0.0107,0
2.46,-1.0504,0.1147,0.572,0.9274,-0.0043,0.3349,0.0735,0.1478,0.0095,0
2.48,-0.6601,-0.6954,0.7122,0.9207,0.004,0.3434,0.0741,0.1471,0.013,0
2.5,-0.0836,1.1604,0.724,0.9273,-0.0051,0.3304,0.0757,0.148,0.0151,0
2.52,-0.2621,0.1808,0.62,0.9165,0.0023,0.2894,0.0752,0.1489,0.0135,0
2.54,-0.087,-2.129,0.6579,0.9199,0.0043,0.3018,0.0749,0.1485,0.0054,0
2.56,0.1362,-2.8974,0.1098,0.937,0.0012,0.3207,0.0726,0.1485,0.0091,0
2.58,-0.2473,-0.2891,-0.0945,0.9303,-0.0004,0.3143,0.0698,0.1488,0.0107,0
2.6,-0.7435,0.0353,0.3768,0.9355,-0.0082,0.2671,0.0713,0.1471,0.0055,0
2.62,-0.7197,-0.9134,1.0647,0.9165,-0.0004,0.3189,0.0731,0.1478,0.0131,0
2.64,-0.5499,-0.7119,1.6759,0.9124,-0.0037,0.281,0.0725,0.1487,0.0201,0
2.66,-0.2619,-0.7211,1.619,0.9432,-0.0069,0.3349,0.073,0.1481,0.0171,0
2.68,-0.9551,-1.9945,1.1333,0.9191,0.0043,0.2873,0.0728,0.1478,0.0092,0
2.7,-0.1475,-1.5901,0.8532,0.9333,-0.0078,0.3069,0.0728,0.1503,0.0137,0
2.72,-0.4122,-0.053,1.6434,0.9348,-0.0069,0.3559,0.0702,0.1493,0.0067,0
2.74,-0.071,0.1577,1.2001,0.9332,-0.0038,0.3996,0.0694,0.1488,0.012,0
2.76,0.7633,-0.3809,-0.0414,0.9306,-0.0011,0.3194,0.0747,0.1492,0.0154,0
2.78,0.7322,-1.4565,-0.2213,0.9397,-0.005,0.3278,0.0752,0.1501,0.0084,0
2.8,0.5293,-1.3051,0.0931,0.9188,-0.0066,0.2946,0.0744,0.1497,0.0086,0
2.82,0.8903,-1.2894,0.4003,0.9399,-0.0043,0.2716,0.0736,0.1482,0.0073,0
2.84,0.7723,-1.0137,-0.1207,0.9294,-0.0074,0.2912,0.073,0.1472,0.0133,0
2.86,0.2708,-0.5867,-0.1982,0.928,-0.01,0.3225,0.0708,0.1475,0.0162,0
2.88,-0.1308,1.7548,-0.6515,0.9213,-0.0122,0.3477,0.0714,0.1485,0.0105,0
2.9,-0.1064,1.657,-1.04,0.9129,-0.0035,0.3113,0.0784,0.1478,0.0037,0
2.92,0.0288,1.7069,-0.6372,0.9215,-0.0092,0.3035,0.0713,0.1478,0.0069,0
2.94,-0.2593,1.056,-0.1944,0.931,0.0003,0.3217,0.0736,0.1488,0.0209,0
2.96,-0.5538,0.6442,-0.4218,0.9167,0.0065,0.3092,0.0741,0.147,0.0153,0
2.98,-0.7239,1.2762,-0.4631,0.9185,0.0086,0.3185,0.072,0.1471,0.0123,0
3.0,-1.1868,1.8409,-0.3814,0.9365,-0.0021,0.3133,0.0737,0.1473,0.0077,0
3.02,-0.99,1.577,0.1692,0.9251,0.0,0.3399,0.0694,0.1482,0.0053,0
3.04,-0.5611,0.6138,0.6979,0.9199,-0.0051,0.3604,0.0702,0.1479,0.0,0
3.06,-0.4911,0.648,1.0517,0.9329,-0.012,0.2879,0.0675,0.1496,0.0112,0
3.08,-0.4114,0.7555,1.111,0.9376,-0.0057,0.3056,0.0717,0.1478,0.0155,0
3.1,-0.0723,1.0052,0.9073,0.9449,-0.0083,0.3149,0.0707,0.1468,0.0173,0
3.12,0.037,1.2848,0.9613,0.917,-0.0049,0.3347,0.0706,0.1481,0.0121,0
